01988.HK,民生银行
002839.SZ,张家港行
600031.SS,三一重工
200869.SZ,张裕Ｂ
601229.SS,上海银行
600660.SS,福耀玻璃
000338.SZ,潍柴动力
511010.SS,国债ETF
03968.HK,招商银行
510330.SS,华夏300
600690.SS,青岛海尔
000002.SZ,万科Ａ
600016.SS,民生银行
900905.SS,老凤祥Ｂ
601166.SS,兴业银行
601668.SS,中国建筑
000651.SZ,格力电器
600909.SS,华安证券
000786.SZ,北新建材
000333.SZ,美的集团
000001.SS.I,上证指数
399001.SZ.I,深证成指
000300.SS.I,沪深300
000157.SZ,中联重科
000338.SZ,潍柴动力
02039.HK,中集集团
01157.HK,中联重科
000786.SZ,北新建材

