,600909.SS,511010.SS,000786.SZ,601166.SS,510330.SS,000002.SZ,000300.SS.I,600660.SS,000001.SS.I,000651.SZ,01988.HK,601229.SS,000333.SZ,601668.SS,000338.SZ,600016.SS,03968.HK,200869.SZ,399001.SZ.I,600031.SS,01157.HK,002839.SZ,000157.SZ,900905.SS,02039.HK,600690.SS
,华安证券,国债ETF,北新建材,兴业银行,华夏300,万科Ａ,沪深300,福耀玻璃,上证指数,格力电器,民生银行,上海银行,美的集团,中国建筑,潍柴动力,民生银行,招商银行,张裕Ｂ,深证成指,三一重工,中联重科,张家港行,中联重科,老凤祥Ｂ,中集集团,青岛海尔
2014-10-08,,,19.22,,,9.44,,,,28.06,6.588226,,,,,,11.947698,,,,3.968403,,,,16.001047,16.04
2014-10-09,,,18.97,,,9.47,,,,28.27,6.669451,,,,,,12.071968,,,,3.977202,,,,16.362114000000002,16.13
2014-10-10,,,18.79,,,9.57,,,,28.0,6.534076,,,,,,11.876686,,,,3.880411,,,,16.210085,15.91
2014-10-11,,,18.79,,,9.57,,,,28.0,6.534076,,,,,,11.876686,,,,3.880411,,,,16.210085,15.91
2014-10-12,,,18.79,,,9.57,,,,28.0,6.534076,,,,,,11.876686,,,,3.880411,,,,16.210085,15.91
2014-10-13,,,18.51,,,9.64,,,,27.68,6.497976,,,,,,11.876686,,,,3.898010,,,,15.925032999999999,15.61
2014-10-14,,,18.74,,,9.51,,,,27.47,6.516027,,,,,,11.823426,,,,3.730826,,,,16.457132,15.73
2014-10-15,,,18.82,,,9.41,,,,27.74,6.597252,,,,,,11.912192,,,,3.502049,,,,15.963039000000002,15.77
2014-10-16,,,18.38,,,9.31,,,,27.56,6.597252,,,,,,11.894438,,,,3.431657,,,,15.830014000000002,15.51
2014-10-17,,,18.86,,,9.35,,,,27.8,6.615302,,,,,,11.841180,,,,3.431657,,,,15.620975,15.59
2014-10-18,,,18.86,,,9.35,,,,27.8,6.615302,,,,,,11.841180,,,,3.431657,,,,15.620975,15.59
2014-10-19,,,18.86,,,9.35,,,,27.8,6.615302,,,,,,11.841180,,,,3.431657,,,,15.620975,15.59
2014-10-20,,,18.86,,,9.35,,,,27.75,6.723601,,,,,,11.894438,,,,3.458054,,,,15.639976999999998,15.81
2014-10-21,,,18.7,,,9.22,,,,27.48,6.678477,,,,,,11.858932,,,,3.396460,,,,15.830014000000002,15.54
2014-10-22,,,18.68,,,9.2,,,,27.52,6.714576,,,,,,12.071968,,,,3.449255,,,,16.305103,15.5
2014-10-23,,,18.14,,,9.1,,,,27.56,6.813851,,,,,,12.231743,,,,3.334866,,,,16.286102,15.39
2014-10-24,,,18.08,,,9.09,,,,27.34,6.777751,,,,,,12.249497,,,,3.238076,,,,16.077060999999997,15.52
2014-10-25,,,18.08,,,9.09,,,,27.34,6.777751,,,,,,12.249497,,,,3.238076,,,,16.077060999999997,15.52
2014-10-26,,,18.08,,,9.09,,,,27.34,6.777751,,,,,,12.249497,,,,3.238076,,,,16.077060999999997,15.52
2014-10-27,,,18.15,,,8.78,,,,26.5,6.741651,,,,,,12.249497,,,,3.158884,,,,16.020052,15.54
2014-10-28,,,18.75,,,9.02,,,,26.82,6.840926,,,,,,12.427026,,,,3.185281,,,,16.172079,15.71
2014-10-29,,,18.88,,,9.22,,,,27.33,6.886051,,,,,,12.515790,,,,3.220478,,,,17.331301,15.71
2014-10-30,,,19.06,,,9.18,,,,27.07,6.858976,,,,,,12.551296,,,,3.378862,,,,17.464325,15.71
2014-10-31,,,18.92,,,9.4,,,,28.4,7.012400,,,,,,12.746578,,,,3.282071,,,,17.198275,16.53
2014-11-01,,,18.92,,,9.4,,,,28.4,7.012400,,,,,,12.746578,,,,3.282071,,,,17.198275,16.53
2014-11-02,,,18.92,,,9.4,,,,28.4,7.012400,,,,,,12.746578,,,,3.282071,,,,17.198275,16.53
2014-11-03,,,18.89,,,9.3,,,,28.35,6.931175,,,,,,12.746578,,,,3.299670,,,,16.894218,16.66
2014-11-04,,,19.18,,,9.39,,,,28.02,6.931175,,,,,,12.888600,,,,3.810018,,,,17.578346,16.6
2014-11-05,,,19.17,,,9.29,,,,28.07,6.949225,,20.59,,,,12.782084,,,,3.722027,,,,17.559343,16.22
2014-11-06,,,19.22,,,9.33,,,,28.13,6.922150,,20.23,,,,12.711072,,,,3.739626,,,,18.205465,16.28
2014-11-07,,,19.6,,,9.4,,,,28.21,6.886051,,20.71,,,,12.764331,,,,3.739626,,,,18.01543,16.29
2014-11-08,,,19.6,,,9.4,,,,28.21,6.886051,,20.71,,,,12.764331,,,,3.739626,,,,18.01543,16.29
2014-11-09,,,19.6,,,9.4,,,,28.21,6.886051,,20.71,,,,12.764331,,,,3.739626,,,,18.01543,16.29
2014-11-10,,,20.6,,,9.58,,,,28.83,7.165824,,21.7,,,,12.924107,,,,3.959604,,,,17.95842,17.03
2014-11-11,,,20.36,,,9.6,,,,28.68,7.201924,,21.85,,,,13.048377,,,,4.100389,,,,17.863401,16.76
2014-11-12,,,21.09,,,9.71,,,,29.35,7.210949,,22.21,,,,13.119388,,,,4.100389,,,,17.844398,17.31
2014-11-13,,,21.1,,,9.51,,,,29.04,7.256074,,22.27,,,,13.243659,,,,4.135586,,,,17.597351,17.29
2014-11-14,,,20.6,,,9.67,,,,28.93,7.265100,,22.15,,,,13.350177,,,,4.109189,,,,17.578346,17.72
2014-11-15,,,20.6,,,9.67,,,,28.93,7.265100,,22.15,,,,13.350177,,,,4.109189,,,,17.578346,17.72
2014-11-16,,,20.6,,,9.67,,,,28.93,7.265100,,22.15,,,,13.350177,,,,4.109189,,,,17.578346,17.72
2014-11-17,,,20.51,,,9.47,,,,28.61,7.111674,,21.99,,,,13.172647,,,,4.029996,,,,17.084253,17.51
2014-11-18,,,20.65,,,9.29,,,,28.36,6.931175,,21.41,,,,12.870848,,,,3.783621,,,,16.761192,16.92
2014-11-19,,,20.5,,,9.19,,,,28.35,6.913126,,21.4,,,,12.906354,,,,3.766023,,,,16.875212,16.89
2014-11-20,,,19.91,,,9.24,,,,28.23,6.922150,,21.35,,,,12.888600,,,,3.757224,,,,17.160267,16.98
2014-11-21,,,19.91,,,9.37,,,,28.67,6.922150,,21.8,,,,12.888600,,,,3.695629,,,,17.578346,17.05
2014-11-22,,,19.91,,,9.37,,,,28.67,6.922150,,21.8,,,,12.888600,,,,3.695629,,,,17.578346,17.05
2014-11-23,,,19.91,,,9.37,,,,28.67,6.922150,,21.8,,,,12.888600,,,,3.695629,,,,17.578346,17.05
2014-11-24,,,20.96,10.71,,10.15,,,,29.66,7.192899,,22.12,,,,13.296917,,,,4.012398,,,,17.939415,17.32
2014-11-25,,,20.95,10.83,,10.08,,,,30.66,7.039475,,22.28,,,,13.208154,,,,4.153184,,,,17.95842,17.68
2014-11-26,,,21.63,11.04,,10.1,,,,30.44,7.391448,,22.4,,,,13.563210,,,,3.977202,,,2.97,17.863401,17.64
2014-11-27,,,21.45,11.18,,10.27,,,,30.22,7.337299,,22.25,,21.47,,13.669727,,,,3.950804,,,2.987,17.179272,17.32
2014-11-28,,,21.81,12.14,,10.9,,,,30.29,7.689273,,22.11,,21.82,,14.255573,,,6.57,4.065193,,5.16,2.985,16.780193,17.11
2014-11-29,,,21.81,12.14,,10.9,,,,30.29,7.689273,,22.11,,21.82,,14.255573,,,6.57,4.065193,,5.16,2.985,16.780193,17.11
2014-11-30,,,21.81,12.14,,10.9,,,,30.29,7.689273,,22.11,,21.82,,14.255573,,,6.57,4.065193,,5.16,2.985,16.780193,17.11
2014-12-01,,104.22,21.28,11.92,2.857,10.64,2819.81,11.54,2680.16,31.8,7.445599,,23.35,4.22,22.43,7.19,13.865010,24.24,9095.76,6.71,3.959604,,5.25,2.969,15.620975,17.52
2014-12-02,,104.052,22.2,12.59,2.964,10.93,2923.94,11.8,2763.54,33.02,7.860747,,24.53,4.42,23.07,7.91,14.255573,24.24,9366.95,6.92,3.942005,,5.38,3.0,15.620975,17.93
2014-12-03,,103.323,21.88,12.38,3.0,11.2,2967.55,11.97,2779.52,35.21,8.239797,,25.2,4.49,22.8,8.22,14.291080,24.98,9643.92,7.08,3.915608,,5.45,3.013,16.039053,18.17
2014-12-04,,102.888,21.97,13.29,3.15,11.69,3104.35,12.16,2899.46,35.99,8.275895,,25.65,4.7,23.67,8.99,15.089960,25.5,10029.83,7.29,3.977202,,5.64,3.028,16.400123999999998,18.44
2014-12-05,,102.536,21.45,13.6,3.158,11.46,3124.89,11.67,2937.65,35.51,8.339069,,24.7,4.57,22.99,9.09,15.338502,25.3,10067.28,7.55,3.942005,,5.55,3.03,16.210085,18.06
2014-12-06,,102.536,21.45,13.6,3.158,11.46,3124.89,11.67,2937.65,35.51,8.339069,,24.7,4.57,22.99,9.09,15.338502,25.3,10067.28,7.55,3.942005,,5.55,3.03,16.210085,18.06
2014-12-07,,102.536,21.45,13.6,3.158,11.46,3124.89,11.67,2937.65,35.51,8.339069,,24.7,4.57,22.99,9.09,15.338502,25.3,10067.28,7.55,3.942005,,5.55,3.03,16.210085,18.06
2014-12-08,,102.305,21.0,13.92,3.312,12.3,3252.88,12.03,3020.26,37.53,8.672994,,24.7,5.03,25.05,9.24,15.533783,25.11,10554.57,8.31,4.293970,,6.11,3.034,16.913219,18.64
2014-12-09,,102.259,22.0,12.8,3.1,11.42,3106.91,12.39,2856.27,34.8,8.113446,,24.7,5.01,24.66,8.33,14.450855,25.31,10116.49,8.21,4.513948,,5.84,2.98,16.685177,18.31
2014-12-10,,102.46,23.63,13.32,3.245,11.95,3221.55,13.23,2940.01,37.11,8.339069,,24.7,5.4,26.0,8.64,15.018949,26.08,10545.51,8.79,4.610738,,6.27,3.013,17.939415,19.41
2014-12-11,,102.537,25.92,13.25,3.202,12.03,3183.01,13.0,2925.74,37.1,8.176620,,24.7,5.41,25.93,8.61,14.930184,26.9,10478.88,8.55,4.777921,,6.21,3.072,17.502333,19.09
2014-12-12,,102.674,25.57,13.11,3.206,11.69,3193.23,12.92,2938.17,36.96,8.122471,,24.7,5.42,25.66,8.42,15.196477,26.48,10462.31,8.33,4.892310,,6.13,3.089,17.692369,18.84
2014-12-13,,102.674,25.57,13.11,3.206,11.69,3193.23,12.92,2938.17,36.96,8.122471,,24.7,5.42,25.66,8.42,15.196477,26.48,10462.31,8.33,4.892310,,6.13,3.089,17.692369,18.84
2014-12-14,,102.674,25.57,13.11,3.206,11.69,3193.23,12.92,2938.17,36.96,8.122471,,24.7,5.42,25.66,8.42,15.196477,26.48,10462.31,8.33,4.892310,,6.13,3.089,17.692369,18.84
2014-12-15,,102.79,25.05,12.84,3.244,11.3,3217.23,12.99,2953.42,36.75,7.896846,,26.18,5.96,25.9,8.23,14.912431,26.76,10504.23,8.64,4.742725,,6.26,3.083,17.046246,18.94
2014-12-16,,102.907,24.94,13.37,3.319,11.53,3303.4,12.76,3021.52,36.56,7.987098,,25.86,5.99,25.99,8.61,14.681643,26.39,10668.62,8.61,4.610738,,6.32,3.062,17.48333,18.69
2014-12-17,,103.42,24.4,14.28,3.36,11.93,3360.6,12.41,3061.02,36.25,8.357120,,25.47,6.02,25.44,9.47,15.249735,25.33,10786.72,8.42,4.637136,,6.17,3.038,17.255285,18.46
2014-12-18,,103.121,24.37,14.27,3.351,11.62,3345.93,12.38,3057.52,37.44,8.275895,,27.9,6.25,26.58,9.59,15.338502,25.46,10665.18,8.71,4.725126,,6.22,2.995,16.514143,18.83
2014-12-19,,103.186,24.63,14.49,3.407,11.48,3383.17,12.15,3108.6,36.9,8.284922,,27.63,6.88,27.78,9.63,15.445018,24.81,10627.11,9.58,5.235476,,6.84,2.941,16.001047,18.69
2014-12-20,,103.186,24.63,14.49,3.407,11.48,3383.17,12.15,3108.6,36.9,8.284922,,27.63,6.88,27.78,9.63,15.445018,24.81,10627.11,9.58,5.235476,,6.84,2.941,16.001047,18.69
2014-12-21,,103.186,24.63,14.49,3.407,11.48,3383.17,12.15,3108.6,36.9,8.284922,,27.63,6.88,27.78,9.63,15.445018,24.81,10627.11,9.58,5.235476,,6.84,2.941,16.001047,18.69
2014-12-22,,103.205,24.19,14.99,3.404,11.72,3394.48,12.41,3127.45,36.95,8.763245,,27.85,6.71,27.03,10.51,16.634460,24.99,10608.51,9.69,5.147484,,6.73,2.897,16.172079,19.25
2014-12-23,,103.39,23.88,14.35,3.308,11.75,3324.92,12.26,3032.61,38.05,8.763245,,28.35,6.3,25.89,10.5,16.510191,25.5,10570.79,9.1,4.962703,,6.31,2.901,15.792008,19.08
2014-12-24,,103.678,23.92,13.78,3.228,11.03,3230.39,11.73,2972.53,37.07,8.600794,,27.66,6.11,25.55,10.3,16.368168,25.28,10292.52,8.9,4.848315,,6.22,2.953,15.944035999999999,18.41
2014-12-25,,103.624,24.99,14.49,3.337,11.22,3335.42,11.89,3072.54,37.02,8.600794,,27.68,6.71,26.99,10.74,16.368168,25.48,10493.78,9.79,4.848315,,6.84,2.972,15.944035999999999,18.5
2014-12-26,,103.504,25.23,15.05,3.473,11.78,3445.84,12.19,3157.6,37.58,8.600794,,28.33,6.71,27.27,10.9,16.368168,25.7,10802.64,10.02,4.848315,,6.94,2.948,15.944035999999999,18.66
2014-12-27,,103.504,25.23,15.05,3.473,11.78,3445.84,12.19,3157.6,37.58,8.600794,,28.33,6.71,27.27,10.9,16.368168,25.7,10802.64,10.02,4.848315,,6.94,2.948,15.944035999999999,18.66
2014-12-28,,103.504,25.23,15.05,3.473,11.78,3445.84,12.19,3157.6,37.58,8.600794,,28.33,6.71,27.27,10.9,16.368168,25.7,10802.64,10.02,4.848315,,6.94,2.948,15.944035999999999,18.66
2014-12-29,,103.503,25.1,15.55,3.45,12.43,3455.46,12.12,3168.02,35.99,9.207006,,27.64,7.28,27.37,10.73,17.646378,25.48,10780.4,10.22,5.270672,,7.12,2.93,15.906028,18.33
2014-12-30,,103.265,24.8,16.26,3.459,12.64,3457.55,11.86,3165.81,35.75,9.188774,,26.84,7.17,26.8,10.78,16.989519,25.51,10722.26,9.97,5.112288,,6.98,2.93,16.058058,17.99
2014-12-31,,103.398,25.28,16.5,3.544,13.9,3533.71,12.14,3234.68,37.12,9.298165,,27.44,7.28,27.29,10.88,17.273565,25.6,11014.62,9.98,5.200279,,7.06,2.985,16.362114000000002,18.56
2015-01-01,,103.398,25.28,16.5,3.544,13.9,3533.71,12.14,3234.68,37.12,9.298165,,27.44,7.28,27.29,10.88,17.273565,25.6,11014.62,9.98,5.200279,,7.06,2.985,16.362114000000002,18.56
2015-01-02,,103.398,25.28,16.5,3.544,13.9,3533.71,12.14,3234.68,37.12,9.444017,,27.44,7.28,27.29,10.88,17.664129,25.6,11014.62,9.98,5.578641,,7.06,2.985,16.267097,18.56
2015-01-03,,103.398,25.28,16.5,3.544,13.9,3533.71,12.14,3234.68,37.12,9.444017,,27.44,7.28,27.29,10.88,17.664129,25.6,11014.62,9.98,5.578641,,7.06,2.985,16.267097,18.56
2015-01-04,,103.398,25.28,16.5,3.544,13.9,3533.71,12.14,3234.68,37.12,9.444017,,27.44,7.28,27.29,10.88,17.664129,25.6,11014.62,9.98,5.578641,,7.06,2.985,16.267097,18.56
2015-01-05,,103.296,26.58,16.87,3.626,14.91,3641.54,13.0,3350.52,40.8,9.462251,,29.88,7.34,29.18,10.78,17.220306,26.83,11520.59,10.03,5.552244,,7.13,3.014,16.495142,19.99
2015-01-06,,103.362,26.64,16.99,3.622,14.36,3641.06,13.18,3351.45,41.67,9.088501,,31.71,7.07,29.95,10.42,16.740980,26.33,11667.97,9.75,5.402659,,6.95,2.996,16.476136999999998,20.35
2015-01-07,,103.492,26.08,16.61,3.63,14.23,3643.79,12.91,3373.95,41.6,9.188774,,31.65,7.1,29.88,10.51,16.314909,26.4,11613.36,9.85,5.455453,,7.05,3.048,16.305103,20.0
2015-01-08,,103.518,25.39,15.91,3.55,13.59,3559.26,12.97,3293.46,41.74,8.988225,,32.1,6.66,28.92,10.2,16.084124,26.6,11465.14,9.38,5.402659,,6.8,3.03,16.248093,19.84
2015-01-09,,103.715,25.15,16.18,3.525,13.45,3546.72,12.73,3285.41,41.0,9.279933,,31.11,6.65,28.67,10.2,16.900757,27.5,11324.76,9.21,5.121087,,6.71,3.046,16.362114000000002,19.6
2015-01-10,,103.715,25.15,16.18,3.525,13.45,3546.72,12.73,3285.41,41.0,9.279933,,31.11,6.65,28.67,10.2,16.900757,27.5,11324.76,9.21,5.121087,,6.71,3.046,16.362114000000002,19.6
2015-01-11,,103.715,25.15,16.18,3.525,13.45,3546.72,12.73,3285.41,41.0,9.279933,,31.11,6.65,28.67,10.2,16.900757,27.5,11324.76,9.21,5.121087,,6.71,3.046,16.362114000000002,19.6
2015-01-12,,103.99,24.35,16.03,3.525,13.12,3513.58,12.78,3229.32,42.2,9.407555,,32.02,6.36,27.98,9.99,16.456932,26.79,11285.18,8.88,5.077091,,6.39,3.059,16.191086,20.4
2015-01-13,,104.228,24.45,15.89,3.52,13.07,3514.04,13.46,3235.3,44.1,9.334628,,33.2,6.32,28.14,9.84,16.226147,26.85,11355.81,8.89,4.901109,,6.42,3.082,15.849017000000002,20.97
2015-01-14,,104.342,24.3,16.17,3.514,13.1,3502.42,13.3,3222.44,42.61,9.352859,,31.88,6.32,27.71,9.94,15.959851,26.4,11237.78,8.71,4.918707,,6.32,3.049,15.430938000000001,20.95
2015-01-15,,104.657,24.55,16.85,3.612,13.77,3604.12,13.48,3336.46,43.44,9.407555,,32.05,6.65,28.69,10.23,16.350414,26.52,11483.68,9.03,4.953904,,6.54,3.059,15.392930999999999,20.98
2015-01-16,,105.217,24.33,16.79,3.645,13.52,3635.15,13.34,3376.5,42.88,9.298165,,31.48,6.68,28.64,10.21,16.155134,27.0,11532.8,9.0,4.742725,,6.57,3.082,15.354923000000001,21.24
2015-01-17,,105.217,24.33,16.79,3.645,13.52,3635.15,13.34,3376.5,42.88,9.298165,,31.48,6.68,28.64,10.21,16.155134,27.0,11532.8,9.0,4.742725,,6.57,3.082,15.354923000000001,21.24
2015-01-18,,105.217,24.33,16.79,3.645,13.52,3635.15,13.34,3376.5,42.88,9.298165,,31.48,6.68,28.64,10.21,16.155134,27.0,11532.8,9.0,4.742725,,6.57,3.082,15.354923000000001,21.24
2015-01-19,,105.543,22.6,15.11,3.281,12.17,3355.16,12.41,3116.35,40.03,8.732983,,29.47,6.01,25.78,9.19,15.231983,26.25,10770.93,8.1,4.549144,,5.96,3.038,14.518764000000001,19.38
2015-01-20,,105.548,24.36,14.87,3.406,12.35,3396.22,13.29,3173.05,43.32,9.170544,,30.5,6.02,26.32,9.48,15.746816,26.36,10996.48,8.17,4.707529,,6.01,3.064,14.594778,20.3
2015-01-21,,105.615,25.45,15.61,3.568,13.05,3548.89,13.86,3323.61,43.92,9.407555,,31.18,6.28,27.39,9.98,16.155134,26.68,11372.18,8.49,4.672332,,6.22,3.105,14.670793,20.62
2015-01-22,,105.643,25.51,15.42,3.579,13.58,3567.61,13.79,3343.34,43.17,9.170544,,30.86,6.22,27.42,10.18,16.261650,26.75,11471.21,8.66,4.575542,,6.27,3.136,14.898837,20.4
2015-01-23,,105.693,25.28,15.45,3.6,13.92,3571.73,13.7,3351.76,43.01,9.334628,,30.5,6.23,27.06,10.38,16.581203,26.59,11436.29,8.48,4.487550,,6.17,3.174,14.822823000000001,20.18
2015-01-24,,105.693,25.28,15.45,3.6,13.92,3571.73,13.7,3351.76,43.01,9.334628,,30.5,6.23,27.06,10.38,16.581203,26.59,11436.29,8.48,4.487550,,6.17,3.174,14.822823000000001,20.18
2015-01-25,,105.693,25.28,15.45,3.6,13.92,3571.73,13.7,3351.76,43.01,9.334628,,30.5,6.23,27.06,10.38,16.581203,26.59,11436.29,8.48,4.487550,,6.17,3.174,14.822823000000001,20.18
2015-01-26,,105.82,26.26,15.28,3.625,13.7,3607.99,13.95,3383.18,43.08,9.298165,,30.8,6.21,27.5,10.49,16.456932,26.13,11686.97,8.6,4.408359,,6.27,3.191,14.537768,20.5
2015-01-27,,105.919,26.69,14.9,3.592,13.18,3574.93,14.14,3352.96,42.01,9.188774,,30.85,6.39,27.36,10.19,15.924347,26.04,11551.87,8.73,4.346765,,6.35,3.178,14.138692,20.55
2015-01-28,,105.849,25.93,14.77,3.536,13.0,3525.32,13.84,3305.74,41.19,9.070269,,30.38,6.22,26.84,9.94,15.675804,25.5,11354.2,8.56,4.364363,,6.22,3.119,14.081681,20.13
2015-01-29,,105.689,25.27,14.44,3.499,13.01,3481.8,13.66,3262.3,40.63,8.660055,,29.9,6.1,26.25,9.63,15.338502,25.3,11249.04,8.33,4.311568,,6.13,3.066,14.157696,19.79
2015-01-30,,105.313,25.11,14.47,3.46,13.12,3434.39,13.24,3210.36,40.4,8.614475,,30.03,5.88,26.24,9.47,15.409512,25.39,11150.69,8.14,4.197180,,6.12,3.078,14.1767,19.95
2015-01-31,,105.313,25.11,14.47,3.46,13.12,3434.39,13.24,3210.36,40.4,8.614475,,30.03,5.88,26.24,9.47,15.409512,25.39,11150.69,8.14,4.197180,,6.12,3.078,14.1767,19.95
2015-02-01,,105.313,25.11,14.47,3.46,13.12,3434.39,13.24,3210.36,40.4,8.614475,,30.03,5.88,26.24,9.47,15.409512,25.39,11150.69,8.14,4.197180,,6.12,3.078,14.1767,19.95
2015-02-02,,105.457,24.7,14.04,3.373,12.88,3353.96,13.11,3128.3,39.52,8.350117,,28.89,5.53,25.85,9.17,15.302994,25.28,10963.14,7.87,4.047595,,6.03,3.1,14.252714000000001,19.68
2015-02-03,,105.673,25.08,14.4,3.449,12.96,3437.45,13.26,3204.91,39.8,8.432159,,29.37,5.9,26.37,9.36,15.533783,25.52,11209.19,8.06,4.153184,,6.12,3.129,14.081681,20.03
2015-02-04,,105.831,24.5,14.11,3.412,12.8,3401.77,13.18,3174.13,39.48,8.222496,,29.31,5.84,26.43,9.14,15.445018,25.95,11116.55,7.95,4.065193,,6.08,3.13,14.081681,20.34
2015-02-05,,106.033,24.3,14.13,3.393,12.7,3366.95,12.91,3136.53,39.0,8.067525,,29.0,5.62,25.99,9.09,15.746816,26.0,11065.58,7.9,4.364363,,6.02,3.152,13.872642,19.79
2015-02-06,,106.452,25.37,14.05,3.325,12.16,3312.42,12.55,3075.91,38.5,8.277190,,29.11,5.53,25.47,9.07,15.764570,26.04,10791.1,7.85,4.285171,,5.83,3.142,13.929651000000002,19.15
2015-02-07,,106.452,25.37,14.05,3.325,12.16,3312.42,12.55,3075.91,38.5,8.277190,,29.11,5.53,25.47,9.07,15.764570,26.04,10791.1,7.85,4.285171,,5.83,3.142,13.929651000000002,19.15
2015-02-08,,106.452,25.37,14.05,3.325,12.16,3312.42,12.55,3075.91,38.5,8.277190,,29.11,5.53,25.47,9.07,15.764570,26.04,10791.1,7.85,4.285171,,5.83,3.142,13.929651000000002,19.15
2015-02-09,,106.595,25.37,14.12,3.354,12.18,3345.92,12.73,3095.12,39.05,8.231611,,29.56,5.62,25.11,9.24,15.569289,26.04,10868.14,7.88,4.126787,,5.8,3.107,13.777623,19.05
2015-02-10,,105.94,25.38,14.37,3.425,12.42,3406.94,13.25,3141.59,39.83,8.322769,,30.45,5.8,25.57,9.33,15.675804,26.38,11136.62,8.12,4.153184,,5.9,3.139,13.511573,19.82
2015-02-11,,106.487,25.55,14.31,3.451,12.41,3434.12,13.26,3157.7,39.8,8.322769,,30.37,5.8,25.83,9.35,15.729062,26.57,11265.63,8.11,4.197180,,5.97,3.166,13.834635,20.12
2015-02-12,,106.773,25.52,14.05,3.464,12.47,3442.87,13.61,3173.42,39.1,8.240726,,30.39,5.85,25.9,9.3,15.959851,26.35,11302.73,8.16,4.223577,,6.0,3.142,13.853638,20.14
2015-02-13,,106.962,25.25,14.12,3.485,12.76,3469.83,13.63,3203.83,39.18,8.204263,,30.33,5.91,26.33,9.3,16.119629,26.32,11443.05,8.17,4.276372,,6.05,3.156,13.758619,20.15
2015-02-14,,106.962,25.25,14.12,3.485,12.76,3469.83,13.63,3203.83,39.18,8.204263,,30.33,5.91,26.33,9.3,16.119629,26.32,11443.05,8.17,4.276372,,6.05,3.156,13.758619,20.15
2015-02-15,,106.962,25.25,14.12,3.485,12.76,3469.83,13.63,3203.83,39.18,8.204263,,30.33,5.91,26.33,9.3,16.119629,26.32,11443.05,8.17,4.276372,,6.05,3.156,13.758619,20.15
2015-02-16,,106.677,23.5,14.07,3.516,12.64,3499.48,13.64,3222.36,38.73,8.158683,,30.18,6.02,26.75,9.22,15.888839,26.52,11595.25,8.18,4.276372,,6.07,3.173,13.720612,20.36
2015-02-17,,106.898,23.19,14.11,3.546,12.77,3522.32,14.6,3246.91,40.99,8.331885,,31.59,6.0,26.9,9.24,15.888839,26.4,11718.56,8.2,4.293970,,6.08,3.203,13.739614999999999,20.56
2015-02-18,,106.898,23.19,14.11,3.546,12.77,3522.32,14.6,3246.91,40.99,8.258958,,31.59,6.0,26.9,9.24,15.871087,26.4,11718.56,8.2,4.214778,,6.08,3.203,13.720612,20.56
2015-02-19,,106.898,23.19,14.11,3.546,12.77,3522.32,14.6,3246.91,40.99,8.258958,,31.59,6.0,26.9,9.24,15.871087,26.4,11718.56,8.2,4.214778,,6.08,3.203,13.720612,20.56
2015-02-20,,106.898,23.19,14.11,3.546,12.77,3522.32,14.6,3246.91,40.99,8.258958,,31.59,6.0,26.9,9.24,15.871087,26.4,11718.56,8.2,4.214778,,6.08,3.203,13.720612,20.56
2015-02-21,,106.898,23.19,14.11,3.546,12.77,3522.32,14.6,3246.91,40.99,8.258958,,31.59,6.0,26.9,9.24,15.871087,26.4,11718.56,8.2,4.214778,,6.08,3.203,13.720612,20.56
2015-02-22,,106.898,23.19,14.11,3.546,12.77,3522.32,14.6,3246.91,40.99,8.258958,,31.59,6.0,26.9,9.24,15.871087,26.4,11718.56,8.2,4.214778,,6.08,3.203,13.720612,20.56
2015-02-23,,106.898,23.19,14.11,3.546,12.77,3522.32,14.6,3246.91,40.99,8.386580,,31.59,6.0,26.9,9.24,15.711311,26.4,11718.56,8.2,4.197180,,6.08,3.203,13.549581,20.56
2015-02-24,,106.898,23.19,14.11,3.546,12.77,3522.32,14.6,3246.91,40.99,8.404812,,31.59,6.0,26.9,9.24,15.551537,26.4,11718.56,8.2,4.302769,,6.08,3.203,13.70161,20.56
2015-02-25,,106.904,24.33,13.96,3.494,12.4,3478.73,14.65,3228.84,41.22,8.423044,,31.79,5.95,26.6,9.13,15.640300,25.9,11539.7,8.1,4.249974,,6.03,3.179,13.758619,20.48
2015-02-26,,106.707,24.15,14.27,3.589,12.85,3566.29,15.06,3298.36,40.92,8.541550,,31.75,6.47,27.15,9.27,15.817828,26.45,11750.78,8.63,4.478752,,6.33,3.206,14.100685,20.44
2015-02-27,,106.729,24.02,14.24,3.587,12.75,3572.84,14.89,3310.3,40.53,8.541550,,31.46,6.41,26.89,9.23,15.711311,26.61,11757.68,8.52,4.381961,,6.26,3.214,13.96766,20.44
2015-02-28,,106.729,24.02,14.24,3.587,12.75,3572.84,14.89,3310.3,40.53,8.541550,,31.46,6.41,26.89,9.23,15.711311,26.61,11757.68,8.52,4.381961,,6.26,3.214,13.96766,20.44
2015-03-01,,106.729,24.02,14.24,3.587,12.75,3572.84,14.89,3310.3,40.53,8.541550,,31.46,6.41,26.89,9.23,15.711311,26.61,11757.68,8.52,4.381961,,6.26,3.214,13.96766,20.44
2015-03-02,,106.407,24.2,14.27,3.617,12.77,3601.26,14.96,3336.28,41.43,8.523317,,31.46,6.38,27.12,9.24,15.924347,26.59,11884.02,8.62,4.425957,,6.35,3.252,14.062676999999999,20.54
