Date,Open,High,Low,Close,Adj Close,Volume
2009-11-26,19.394800,19.624599,19.256901,14.951704,19.348801,31498501
2009-11-27,18.843300,19.118999,17.868999,14.241473,18.429701,61873857
2009-11-30,19.532700,19.532700,18.935200,14.916238,19.302900,31594829
2009-12-01,19.302900,19.486700,19.027100,14.845222,19.211000,19974224
2009-12-02,19.256901,19.762501,19.073099,15.022798,19.440800,19441555
2009-12-03,19.670601,19.670601,19.348801,15.129284,19.578600,10479508
2009-12-04,19.532700,19.578600,19.118999,14.951704,19.348801,17754433
2009-12-07,19.348801,19.670601,19.256901,15.058266,19.486700,14657059
2009-12-08,19.211000,19.486700,18.797300,14.667643,18.981199,21903083
2009-12-09,18.567499,18.889200,18.310200,14.383506,18.613501,35295629
2009-12-10,18.751400,18.981199,18.383699,14.419050,18.659500,17680486
2009-12-11,18.843300,19.211000,18.659500,14.667643,18.981199,21318838
2009-12-14,18.659500,19.256901,18.567499,14.596550,18.889200,16523589
2009-12-15,18.981199,18.981199,18.475599,14.454520,18.705400,16700180
2009-12-16,18.981199,18.981199,18.383699,14.276943,18.475599,14078026
2009-12-17,18.705400,18.705400,17.960899,14.134910,18.291800,11925909
2009-12-18,18.383699,18.475599,17.942499,13.893429,17.979300,16889587
2009-12-21,18.016001,18.016001,17.850599,13.879212,17.960899,16380082
2009-12-22,18.218300,18.475599,18.034401,13.978662,18.089600,22800635
2009-12-23,18.089600,18.310200,17.942499,14.021241,18.144699,18497033
2009-12-24,18.016001,18.659500,18.016001,14.191710,18.365299,13129025
2009-12-28,18.365299,18.889200,18.346901,14.276943,18.475599,15301112
2009-12-29,18.475599,18.659500,18.218300,14.092257,18.236601,12301858
2009-12-30,18.236601,18.567499,18.107901,14.092257,18.236601,29956926
2009-12-31,18.254999,18.797300,18.254999,14.454520,18.705400,7357703
2010-01-04,18.705400,18.935200,18.273399,14.276943,18.475599,12415621
2010-01-05,18.291800,19.211000,18.291800,14.809673,19.165001,22219068
2010-01-06,19.073099,19.486700,18.935200,14.951704,19.348801,25468064
2010-01-07,19.394800,19.532700,18.935200,14.667643,18.981199,15323541
2010-01-08,18.889200,19.165001,18.429701,14.525537,18.797300,24700070
2010-01-11,19.211000,19.394800,18.521601,14.667643,18.981199,25469525
2010-01-12,18.981199,19.118999,18.521601,14.383506,18.613501,22811542
2010-01-13,18.254999,18.365299,17.795401,13.936007,18.034401,43849446
2010-01-14,17.850599,18.107901,17.482901,13.538276,17.519699,48862017
2010-01-15,17.574800,18.328600,17.096800,14.134910,18.291800,50007851
2010-01-18,17.611601,17.905701,17.372601,13.467181,17.427700,25530352
2010-01-19,17.427700,17.905701,17.299101,13.793977,17.850599,25222716
2010-01-20,17.850599,17.850599,17.115200,13.424604,17.372601,27262606
2010-01-21,17.280701,17.464500,16.692400,13.041015,16.876200,35866167
2010-01-22,16.637300,17.262300,16.490200,13.183122,17.060101,40427307
2010-01-25,16.582100,16.986500,16.361500,12.898983,16.692400,41408066
2010-01-26,16.802700,16.802700,16.104099,12.501250,16.177700,33652039
2010-01-27,16.177700,16.269600,15.497500,12.245549,15.846800,35637536
2010-01-28,16.012199,16.692400,15.901900,12.771172,16.527000,29829690
2010-01-29,16.379900,16.784300,16.159300,12.827969,16.600500,37075922
2010-02-01,16.765900,16.949800,16.361500,12.998436,16.821100,27956315
2010-02-02,17.317400,17.372601,17.096800,13.296715,17.207100,37979538
2010-02-03,17.574800,17.942499,17.225500,13.808195,17.868999,42680429
2010-02-04,17.905701,17.905701,17.519699,13.580853,17.574800,25418872
2010-02-05,16.655600,16.839500,16.453400,12.898983,16.692400,28830033
2010-02-08,16.361500,16.563700,16.177700,12.643280,16.361500,21749040
2010-02-09,16.195999,16.729200,16.085699,12.870545,16.655600,22908791
2010-02-10,16.821100,17.446100,16.784300,13.381948,17.317400,41989170
2010-02-11,17.446100,17.758600,17.243900,13.524057,17.501301,23390163
2010-02-12,17.280701,17.556400,17.280701,13.495620,17.464500,17462627
2010-02-17,17.813801,17.924101,17.593201,13.609291,17.611601,14310199
2010-02-18,17.372601,17.611601,17.299101,13.495620,17.464500,12488721
2010-02-19,17.409401,17.409401,16.784300,13.097888,16.949800,15853282
2010-02-22,17.446100,17.538000,17.243900,13.367807,17.299101,18583675
2010-02-23,17.299101,17.501301,16.949800,13.453044,17.409401,22417222
2010-02-24,17.096800,17.427700,16.894600,13.310933,17.225500,22927356
2010-02-25,17.004900,17.446100,16.857800,13.197341,17.078501,21239212
2010-02-26,17.280701,17.685101,17.115200,13.580853,17.574800,20123984
2010-03-01,17.795401,18.273399,17.795401,14.063897,18.199900,34875314
2010-03-02,18.383699,19.118999,18.383699,14.419050,18.659500,49702710
2010-03-03,18.567499,18.981199,18.567499,14.667643,18.981199,26213463
2010-03-04,19.211000,19.302900,18.659500,14.561083,18.843300,44088399
2010-03-05,19.027100,19.302900,18.843300,14.774128,19.118999,43070481
2010-03-08,19.407801,19.525101,19.251499,15.042582,19.466400,27903443
2010-03-09,19.349199,19.427401,18.762800,14.589519,18.880100,34184765
2010-03-10,18.899700,19.134199,18.723801,14.725445,19.056000,15150146
2010-03-11,19.095100,19.153700,18.684700,14.785873,19.134199,16982271
2010-03-12,19.134199,19.251499,18.841000,14.710378,19.036501,12034565
2010-03-15,18.958300,18.958300,18.274200,14.362949,18.586901,20065208
2010-03-16,18.410999,18.528299,18.332899,14.227025,18.410999,12547319
2010-03-17,18.430599,19.388300,18.430599,14.695229,19.016899,31046688
2010-03-18,18.938700,19.310101,18.782400,14.846303,19.212400,20751556
