公司代码,公司简称,symbol,name,A股上市日期,A股总股本,A股流通股本,industry,currency,exchange
600276,恒瑞医药,600276,恒瑞医药,2000-10-18,234752.66,234309.16, ,CNY,SSE
600277,亿利洁能,600277,亿利洁能,2000-07-25,208958.95,208958.95, ,CNY,SSE
600278,东方创业,600278,东方创业,2000-07-12,52224.17,52224.17, ,CNY,SSE
600279,重庆港九,600279,重庆港九,2000-07-31,69295.86,69295.86, ,CNY,SSE
600280,中央商场,600280,中央商场,2000-09-26,114833.49,114833.49, ,CNY,SSE
600281,太化股份,600281,太化股份,2000-11-09,51440.2,51440.2, ,CNY,SSE
600282,南钢股份,600282,南钢股份,2000-09-19,396207.25,387575.25, ,CNY,SSE
600283,钱江水利,600283,钱江水利,2000-10-18,35299.58,33591.61, ,CNY,SSE
600284,浦东建设,600284,浦东建设,2004-03-16,69304,69304, ,CNY,SSE
600285,羚锐制药,600285,羚锐制药,2000-10-18,59232.08,53543.46, ,CNY,SSE
600287,江苏舜天,600287,江苏舜天,2000-09-01,43679.61,43679.61, ,CNY,SSE
600288,大恒科技,600288,大恒科技,2000-11-29,43680,43680, ,CNY,SSE
600289,亿阳信通,600289,亿阳信通,2000-07-20,63105.21,56592.27, ,CNY,SSE
600290,华仪电气,600290,华仪电气,2000-11-06,75990.35,52688.37, ,CNY,SSE
600291,西水股份,600291,西水股份,2000-07-31,109306.44,38400, ,CNY,SSE
600292,远达环保,600292,远达环保,2000-11-01,78081.69,78081.69, ,CNY,SSE
600293,三峡新材,600293,三峡新材,2000-09-19,77475.47,34450.26, ,CNY,SSE
600295,鄂尔多斯,600295,鄂尔多斯,1995-10-20,103200,103200, ,CNY,SSE
600297,广汇汽车,600297,广汇汽车,2000-11-16,550040.07,183982.86, ,CNY,SSE
600298,安琪酵母,600298,安琪酵母,2000-08-18,82408.09,81071.93, ,CNY,SSE
600299,安迪苏,600299,安迪苏,2000-04-20,268190.13,57455.94, ,CNY,SSE
600300,维维股份,600300,维维股份,2000-06-30,167200,167200, ,CNY,SSE
600301,*ST南化,600301,*ST南化,2000-07-12,23514.81,23514.81, ,CNY,SSE
600302,标准股份,600302,标准股份,2000-12-13,34600.98,34600.98, ,CNY,SSE
600303,曙光股份,600303,曙光股份,2000-12-26,67560.42,57450.6, ,CNY,SSE
600305,恒顺醋业,600305,恒顺醋业,2001-02-06,60273.8,60273.8, ,CNY,SSE
600306,*ST商城,600306,*ST商城,2000-12-26,17813.89,17740.57, ,CNY,SSE
600307,酒钢宏兴,600307,酒钢宏兴,2000-12-20,626335.74,626335.74, ,CNY,SSE
600308,华泰股份,600308,华泰股份,2000-09-28,116756.14,116756.14, ,CNY,SSE
600309,万华化学,600309,万华化学,2000-01-05,216233.47,216233.47, ,CNY,SSE
600310,桂东电力,600310,桂东电力,2001-02-28,82777.5,82777.5, ,CNY,SSE
600311,荣华实业,600311,荣华实业,2001-06-26,66560,66560, ,CNY,SSE
600312,平高电气,600312,平高电气,2001-02-21,113748.56,81896.62, ,CNY,SSE
600313,农发种业,600313,农发种业,2001-01-19,108219.87,91821.81, ,CNY,SSE
600315,上海家化,600315,上海家化,2001-03-15,67341.65,67107.3, ,CNY,SSE
600316,洪都航空,600316,洪都航空,2000-12-15,71711.45,71711.45, ,CNY,SSE
600317,营口港,600317,营口港,2002-01-31,647298.3,647298.3, ,CNY,SSE
600318,新力金融,600318,新力金融,2000-12-08,24200,24200, ,CNY,SSE
600319,*ST亚星,600319,*ST亚星,2001-03-26,31559.4,31559.4, ,CNY,SSE
600320,振华重工,600320,振华重工,2000-12-21,439029.46,439029.46, ,CNY,SSE
600321,国栋建设,600321,国栋建设,2001-05-24,151055,118088, ,CNY,SSE
600322,天房发展,600322,天房发展,2001-09-10,110570,110570, ,CNY,SSE
600323,瀚蓝环境,600323,瀚蓝环境,2000-12-25,76626.4,62871, ,CNY,SSE
600325,华发股份,600325,华发股份,2004-02-25,116904.56,81704.56, ,CNY,SSE
600326,西藏天路,600326,西藏天路,2001-01-16,66568.04,54720, ,CNY,SSE
600327,大东方,600327,大东方,2002-06-25,56716.64,52171.18, ,CNY,SSE
600328,兰太实业,600328,兰太实业,2000-12-22,43803.11,35911.8, ,CNY,SSE
600329,中新药业,600329,中新药业,2001-06-06,76887.31,76576.81, ,CNY,SSE
600330,天通股份,600330,天通股份,2001-01-18,83047.14,75997.14, ,CNY,SSE
600331,宏达股份,600331,宏达股份,2001-12-20,203200,103200, ,CNY,SSE
600332,白云山,600332,白云山,2001-02-06,162579.09,129107.93, ,CNY,SSE
600333,长春燃气,600333,长春燃气,2000-12-11,52961.98,52961.98, ,CNY,SSE
600335,国机汽车,600335,国机汽车,2001-03-05,102973.68,86213.99, ,CNY,SSE
600336,澳柯玛,600336,澳柯玛,2000-12-29,68207.2,68007.2, ,CNY,SSE
600337,美克家居,600337,美克家居,2000-11-27,64496.02,64496.02, ,CNY,SSE
600338,西藏珠峰,600338,西藏珠峰,2000-12-27,65300.73,15833.33, ,CNY,SSE
600339,*ST天利,600339,*ST天利,2000-12-25,57815.47,57815.47, ,CNY,SSE
600340,华夏幸福,600340,华夏幸福,2003-12-30,295494.67,264575.94, ,CNY,SSE
600343,航天动力,600343,航天动力,2003-04-08,63820.63,63820.63, ,CNY,SSE
600345,长江通信,600345,长江通信,2000-12-22,19800,19800, ,CNY,SSE
600346,*ST橡塑,600346,*ST橡塑,2001-08-20,282568.69,66778.68, ,CNY,SSE
600348,阳泉煤业,600348,阳泉煤业,2003-08-21,240500,240500, ,CNY,SSE
600350,山东高速,600350,山东高速,2002-03-18,481116.59,481116.59, ,CNY,SSE
600351,亚宝药业,600351,亚宝药业,2002-09-26,78704.15,69200, ,CNY,SSE
600352,浙江龙盛,600352,浙江龙盛,2003-08-01,325333.19,305993.19, ,CNY,SSE
600353,旭光股份,600353,旭光股份,2002-11-20,54372,54372, ,CNY,SSE
600354,敦煌种业,600354,敦煌种业,2004-01-15,52780.21,44780.21, ,CNY,SSE
600355,精伦电子,600355,精伦电子,2002-06-13,49208.92,49208.92, ,CNY,SSE
600356,恒丰纸业,600356,恒丰纸业,2001-04-19,29873.14,29873.14, ,CNY,SSE
600358,国旅联合,600358,国旅联合,2000-09-22,50493.67,43200, ,CNY,SSE
600359,新农开发,600359,新农开发,1999-04-29,38151.28,38151.28, ,CNY,SSE
600360,华微电子,600360,华微电子,2001-03-16,73808,73808, ,CNY,SSE
600361,华联综超,600361,华联综超,2001-11-29,66580.79,66580.79, ,CNY,SSE
600362,江西铜业,600362,江西铜业,2002-01-11,346272.94,346272.94, ,CNY,SSE
600363,联创光电,600363,联创光电,2001-03-29,44347.68,44347.68, ,CNY,SSE
600365,通葡股份,600365,通葡股份,2001-01-15,40000,40000, ,CNY,SSE
600366,宁波韵升,600366,宁波韵升,2000-10-30,55748.69,52054.88, ,CNY,SSE
600367,红星发展,600367,红星发展,2001-03-20,29120,29120, ,CNY,SSE
600368,五洲交通,600368,五洲交通,2000-12-21,83380.15,83380.15, ,CNY,SSE
600369,西南证券,600369,西南证券,2001-01-09,564510.91,464510.91, ,CNY,SSE
600370,三房巷,600370,三房巷,2003-03-06,79724.42,79724.42, ,CNY,SSE
600371,万向德农,600371,万向德农,2002-09-16,22506,22506, ,CNY,SSE
600372,中航电子,600372,中航电子,2001-07-06,175916.29,175916.29, ,CNY,SSE
600373,中文传媒,600373,中文传媒,2002-03-04,137794,126393.44, ,CNY,SSE
600375,*ST星马,600375,*ST星马,2003-04-01,55574.06,55574.06, ,CNY,SSE
600376,首开股份,600376,首开股份,2001-03-12,257956.52,224201.25, ,CNY,SSE
600377,宁沪高速,600377,宁沪高速,2001-01-16,503774.75,501998.14, ,CNY,SSE
600378,天科股份,600378,天科股份,2001-01-11,29719.33,29719.33, ,CNY,SSE
600379,宝光股份,600379,宝光股份,2002-01-16,23585.83,23585.83, ,CNY,SSE
600380,健康元,600380,健康元,2001-06-08,158838.93,156105.33, ,CNY,SSE
600381,ST春天,600381,ST春天,2001-05-08,68561.15,20581.02, ,CNY,SSE
600382,广东明珠,600382,广东明珠,2001-01-18,34174.66,34174.66, ,CNY,SSE
600383,金地集团,600383,金地集团,2001-04-12,450084.94,450084.94, ,CNY,SSE
600385,山东金泰,600385,山东金泰,2001-07-23,14810.71,14277.38, ,CNY,SSE
600386,北巴传媒,600386,北巴传媒,2001-02-16,40320,40320, ,CNY,SSE
600387,海越股份,600387,海越股份,2004-02-18,38610,38571, ,CNY,SSE
600388,龙净环保,600388,龙净环保,2000-12-29,106905,106905, ,CNY,SSE
600389,江山股份,600389,江山股份,2001-01-10,29700,29700, ,CNY,SSE
600390,*ST金瑞,600390,*ST金瑞,2001-01-15,45125.64,45125.64, ,CNY,SSE
600391,成发科技,600391,成发科技,2001-12-12,33012.94,33012.94, ,CNY,SSE
600392,盛和资源,600392,盛和资源,2003-05-29,94103.94,94103.94, ,CNY,SSE
600393,粤泰股份,600393,粤泰股份,2001-03-19,126812.39,29950.5, ,CNY,SSE
600395,盘江股份,600395,盘江股份,2001-05-31,165505.19,165505.19, ,CNY,SSE
600396,金山股份,600396,金山股份,2001-03-28,147270.68,81280, ,CNY,SSE
600397,安源煤业,600397,安源煤业,2002-07-02,98995.99,98995.99, ,CNY,SSE
600398,海澜之家,600398,海澜之家,2000-12-28,449275.79,153121.95, ,CNY,SSE
600399,抚顺特钢,600399,抚顺特钢,2000-12-29,130000,112962.28, ,CNY,SSE
600400,红豆股份,600400,红豆股份,2001-01-08,164497.2,112079.93, ,CNY,SSE
600401,海润光伏,600401,海润光伏,2003-09-24,472493.52,472493.52, ,CNY,SSE
600403,大有能源,600403,大有能源,2003-10-09,239081.24,239081.24, ,CNY,SSE
600405,动力源,600405,动力源,2004-04-01,43794.28,42389.28, ,CNY,SSE
600406,国电南瑞,600406,国电南瑞,2003-10-16,242895.34,220575.36, ,CNY,SSE
600408,安泰集团,600408,安泰集团,2003-02-12,100680,100680, ,CNY,SSE
600409,三友化工,600409,三友化工,2003-06-18,185038.55,185038.55, ,CNY,SSE
600410,华胜天成,600410,华胜天成,2004-04-27,110448.42,89242.37, ,CNY,SSE
600415,小商品城,600415,小商品城,2002-05-09,544321.42,544321.42, ,CNY,SSE
600416,湘电股份,600416,湘电股份,2002-07-18,94583.43,70292.9, ,CNY,SSE
600418,江淮汽车,600418,江淮汽车,2001-08-24,189331.21,101735.81, ,CNY,SSE
600419,天润乳业,600419,天润乳业,2001-06-28,10355.72,8332.04, ,CNY,SSE
600420,现代制药,600420,现代制药,2004-06-16,28773.34,28773.34, ,CNY,SSE
600421,仰帆控股,600421,仰帆控股,2004-06-07,19560,19560, ,CNY,SSE
600422,昆药集团,600422,昆药集团,2000-12-06,78868.86,68089.94, ,CNY,SSE
600423,柳化股份,600423,柳化股份,2003-07-17,39934.75,39934.75, ,CNY,SSE
600425,青松建化,600425,青松建化,2003-07-24,137879.01,137879.01, ,CNY,SSE
600426,华鲁恒升,600426,华鲁恒升,2002-06-20,124652.45,123971.25, ,CNY,SSE
600428,中远航运,600428,中远航运,2002-04-18,214665.08,169044.64, ,CNY,SSE
600429,三元股份,600429,三元股份,2003-09-15,149755.74,88500, ,CNY,SSE
600432,*ST吉恩,600432,*ST吉恩,2003-09-05,160372.39,81112.15, ,CNY,SSE
600433,冠豪高新,600433,冠豪高新,2003-06-19,127131.54,119028, ,CNY,SSE
600435,北方导航,600435,北方导航,2003-07-04,148932,148932, ,CNY,SSE
600436,片仔癀,600436,片仔癀,2003-06-16,60331.72,60331.72, ,CNY,SSE
600438,通威股份,600438,通威股份,2004-03-02,338403.34,163421.93, ,CNY,SSE
600439,瑞贝卡,600439,瑞贝卡,2003-07-10,94332.12,94332.12, ,CNY,SSE
600444,国机通用,600444,国机通用,2004-02-19,14642.19,10500, ,CNY,SSE
600446,金证股份,600446,金证股份,2003-12-24,83500.95,80140.95, ,CNY,SSE
600448,华纺股份,600448,华纺股份,2001-09-03,42236.41,39939.37, ,CNY,SSE
600449,宁夏建材,600449,宁夏建材,2003-08-29,47818.1,47818.1, ,CNY,SSE
600452,涪陵电力,600452,涪陵电力,2004-03-03,16000,16000, ,CNY,SSE
600455,博通股份,600455,博通股份,2004-03-29,6245.8,4971.78, ,CNY,SSE
600456,宝钛股份,600456,宝钛股份,2002-04-12,43026.57,43026.57, ,CNY,SSE
600458,时代新材,600458,时代新材,2002-12-19,80279.82,66142.21, ,CNY,SSE
600459,贵研铂业,600459,贵研铂业,2003-05-16,26097.77,26097.77, ,CNY,SSE
600460,士兰微,600460,士兰微,2003-03-11,124716.8,124716.8, ,CNY,SSE
600461,洪城水业,600461,洪城水业,2004-06-01,78959.36,59400, ,CNY,SSE
600462,九有股份,600462,九有股份,2003-09-03,53378,53378, ,CNY,SSE
600463,空港股份,600463,空港股份,2004-03-18,30000,25200, ,CNY,SSE
600466,蓝光发展,600466,蓝光发展,2001-02-12,213610.63,87593.92, ,CNY,SSE
600467,好当家,600467,好当家,2004-04-05,146099.43,146099.43, ,CNY,SSE
600468,百利电气,600468,百利电气,2001-06-15,54074.23,45619.2, ,CNY,SSE
600469,风神股份,600469,风神股份,2003-10-21,56241.32,56241.32, ,CNY,SSE
600470,六国化工,600470,六国化工,2004-03-05,52160,52160, ,CNY,SSE
600475,华光股份,600475,华光股份,2003-07-21,25600,25600, ,CNY,SSE
600476,湘邮科技,600476,湘邮科技,2003-12-10,16107,16107, ,CNY,SSE
600477,杭萧钢构,600477,杭萧钢构,2003-11-10,105714.94,80253.07, ,CNY,SSE
600478,科力远,600478,科力远,2003-09-18,139107.03,127503.5, ,CNY,SSE
600479,千金药业,600479,千金药业,2004-03-12,34875.59,30481.92, ,CNY,SSE
600480,凌云股份,600480,凌云股份,2003-08-15,45093.42,36171.48, ,CNY,SSE
600481,双良节能,600481,双良节能,2003-04-22,162049.58,162049.58, ,CNY,SSE
600482,中国动力,600482,中国动力,2004-07-14,173919.09,52434.2, ,CNY,SSE
600483,福能股份,600483,福能股份,2004-05-31,155182.56,28848.37, ,CNY,SSE
600485,信威集团,600485,信威集团,2003-08-07,292374.28,163144.32, ,CNY,SSE
600486,扬农化工,600486,扬农化工,2002-04-25,30989.89,30989.89, ,CNY,SSE
600487,亨通光电,600487,亨通光电,2003-08-22,124126.91,115126.91, ,CNY,SSE
600488,天药股份,600488,天药股份,2001-06-18,96085.5,96085.5, ,CNY,SSE
600489,中金黄金,600489,中金黄金,2003-08-14,345113.72,345113.72, ,CNY,SSE
600490,鹏欣资源,600490,鹏欣资源,2003-06-26,147900,147900, ,CNY,SSE
600491,龙元建设,600491,龙元建设,2004-05-24,126210,94760, ,CNY,SSE
600493,凤竹纺织,600493,凤竹纺织,2004-04-21,27200,27200, ,CNY,SSE
600495,晋西车轴,600495,晋西车轴,2004-05-26,120819.09,120819.09, ,CNY,SSE
600496,精工钢构,600496,精工钢构,2002-06-05,151044.52,151044.52, ,CNY,SSE
600497,驰宏锌锗,600497,驰宏锌锗,2004-04-20,430989.82,333512.18, ,CNY,SSE
600498,烽火通信,600498,烽火通信,2001-08-23,104669.35,98654.12, ,CNY,SSE
600499,科达洁能,600499,科达洁能,2002-10-10,141146.43,137747.34, ,CNY,SSE
600500,中化国际,600500,中化国际,2000-03-01,208301.27,172312.47, ,CNY,SSE
600501,航天晨光,600501,航天晨光,2001-06-15,42128.36,40688.36, ,CNY,SSE
600502,安徽水利,600502,安徽水利,2003-04-15,90424.72,90424.72, ,CNY,SSE
600503,华丽家族,600503,华丽家族,2002-07-09,160229,156269.07, ,CNY,SSE
600505,西昌电力,600505,西昌电力,2002-05-30,36456.75,36456.75, ,CNY,SSE
600506,香梨股份,600506,香梨股份,2001-12-26,14770.69,14770.69, ,CNY,SSE
600507,方大特钢,600507,方大特钢,2003-09-30,132609.3,132609.3, ,CNY,SSE
600508,上海能源,600508,上海能源,2001-08-29,72271.8,72271.8, ,CNY,SSE
600509,天富能源,600509,天富能源,2002-02-28,90569.66,90569.66, ,CNY,SSE
600510,黑牡丹,600510,黑牡丹,2002-06-18,104709.5,79552.27, ,CNY,SSE
600511,国药股份,600511,国药股份,2002-11-27,47880,27764.34, ,CNY,SSE
600512,腾达建设,600512,腾达建设,2002-12-26,159890.28,97080.55, ,CNY,SSE
600513,联环药业,600513,联环药业,2003-03-19,21958.17,21958.17, ,CNY,SSE
600515,海航基础,600515,海航基础,2002-08-06,390759.25,42277.41, ,CNY,SSE
600516,方大炭素,600516,方大炭素,2002-08-30,171916.04,171916.04, ,CNY,SSE
600517,置信电气,600517,置信电气,2003-10-10,135616.78,111366.9, ,CNY,SSE
600518,康美药业,600518,康美药业,2001-03-19,494722.37,439742.9, ,CNY,SSE
600519,贵州茅台,600519,贵州茅台,2001-08-27,125619.78,125619.78, ,CNY,SSE
600520,*ST中发,600520,*ST中发,2002-01-08,15843,15389, ,CNY,SSE
600521,华海药业,600521,华海药业,2003-03-04,104304.97,102165.35, ,CNY,SSE
600522,中天科技,600522,中天科技,2002-10-24,261077.11,215691.88, ,CNY,SSE
600523,贵航股份,600523,贵航股份,2001-12-27,28879.38,28860.33, ,CNY,SSE
600525,长园集团,600525,长园集团,2002-12-02,131801.82,110699.7, ,CNY,SSE
600526,菲达环保,600526,菲达环保,2002-07-22,54740.47,40688.95, ,CNY,SSE
600527,江南高纤,600527,江南高纤,2003-11-27,80208.94,80208.94, ,CNY,SSE
600528,中铁二局,600528,中铁二局,2001-05-28,145920,145920, ,CNY,SSE
600529,山东药玻,600529,山东药玻,2002-06-03,25738.01,25738.01, ,CNY,SSE
600530,交大昂立,600530,交大昂立,2001-07-02,78000,78000, ,CNY,SSE
600531,豫光金铅,600531,豫光金铅,2002-07-30,88575.23,88575.23, ,CNY,SSE
600532,宏达矿业,600532,宏达矿业,2002-10-31,51606.57,39623.44, ,CNY,SSE
600533,栖霞建设,600533,栖霞建设,2002-03-28,105000,105000, ,CNY,SSE
600535,天士力,600535,天士力,2002-08-23,108047.59,103284.27, ,CNY,SSE
600536,中国软件,600536,中国软件,2002-05-17,49456.28,48471.22, ,CNY,SSE
600537,亿晶光电,600537,亿晶光电,2003-01-23,117635.93,117635.93, ,CNY,SSE
600538,国发股份,600538,国发股份,2003-01-14,46440.12,27921.6, ,CNY,SSE
600539,ST狮头,600539,ST狮头,2001-08-24,23000,23000, ,CNY,SSE
600540,新赛股份,600540,新赛股份,2004-01-07,47092.33,46312.33, ,CNY,SSE
600543,莫高股份,600543,莫高股份,2004-03-24,32112,32112, ,CNY,SSE
600545,新疆城建,600545,新疆城建,2003-12-03,67578.58,67578.58, ,CNY,SSE
600546,*ST山煤,600546,*ST山煤,2003-07-31,198245.61,198245.61, ,CNY,SSE
600547,山东黄金,600547,山东黄金,2003-08-28,185711.88,142307.24, ,CNY,SSE
600548,深高速,600548,深高速,2001-12-25,218077.03,218077.03, ,CNY,SSE
600549,厦门钨业,600549,厦门钨业,2002-11-07,108157.4,88657.4, ,CNY,SSE
600550,保变电气,600550,保变电气,2001-02-28,153460.71,137299.09, ,CNY,SSE
600551,时代出版,600551,时代出版,2002-09-05,50582.53,50582.53, ,CNY,SSE
600552,凯盛科技,600552,凯盛科技,2002-11-08,38352.48,35899.47, ,CNY,SSE
600555,海航创新,600555,海航创新,2001-03-28,130350,130350, ,CNY,SSE
600556,慧球科技,600556,慧球科技,2001-08-07,39479.37,39479.37, ,CNY,SSE
600557,康缘药业,600557,康缘药业,2002-09-18,61644.91,44223.42, ,CNY,SSE
600558,大西洋,600558,大西洋,2001-02-27,89760.48,82872.46, ,CNY,SSE
600559,老白干酒,600559,老白干酒,2002-10-29,43806.02,35000, ,CNY,SSE
600560,金自天正,600560,金自天正,2002-09-19,22364.55,22364.55, ,CNY,SSE
600561,江西长运,600561,江西长运,2002-07-16,23706.4,23706.4, ,CNY,SSE
600562,国睿科技,600562,国睿科技,2003-01-28,47873.13,32764.59, ,CNY,SSE
600563,法拉电子,600563,法拉电子,2002-12-10,22500,22500, ,CNY,SSE
600565,迪马股份,600565,迪马股份,2002-07-23,234586.2,147220.26, ,CNY,SSE
600566,济川药业,600566,济川药业,2001-08-22,80962.4,17063.04, ,CNY,SSE
600567,山鹰纸业,600567,山鹰纸业,2001-12-18,455125.33,376693.96, ,CNY,SSE
600568,中珠医疗,600568,中珠医疗,2001-05-18,71173.92,50660.45, ,CNY,SSE
600569,安阳钢铁,600569,安阳钢铁,2001-08-20,239368.45,239368.45, ,CNY,SSE
600570,恒生电子,600570,恒生电子,2003-12-16,61780.52,61780.52, ,CNY,SSE
600571,信雅达,600571,信雅达,2002-11-01,43967.92,41987.21, ,CNY,SSE
600572,康恩贝,600572,康恩贝,2004-04-12,251073,205773.81, ,CNY,SSE
600573,惠泉啤酒,600573,惠泉啤酒,2003-02-26,25000,25000, ,CNY,SSE
600575,皖江物流,600575,皖江物流,2003-03-28,390811.02,142320, ,CNY,SSE
600576,万家文化,600576,万家文化,2003-02-20,63496.86,47980.48, ,CNY,SSE
600577,精达股份,600577,精达股份,2002-09-11,195532.42,141913.12, ,CNY,SSE
600578,京能电力,600578,京能电力,2002-05-10,461732.1,461732.1, ,CNY,SSE
600579,天华院,600579,天华院,2002-08-09,41063.6,25560, ,CNY,SSE
600580,卧龙电气,600580,卧龙电气,2002-06-06,128889.96,111052.72, ,CNY,SSE
600581,*ST八钢,600581,*ST八钢,2002-08-16,76644.89,76644.89, ,CNY,SSE
600582,天地科技,600582,天地科技,2002-05-15,413858.89,277433.61, ,CNY,SSE
600583,海油工程,600583,海油工程,2002-02-05,442135.48,442135.48, ,CNY,SSE
600584,长电科技,600584,长电科技,2003-06-03,103591.48,98457, ,CNY,SSE
600585,海螺水泥,600585,海螺水泥,2002-02-07,529930.26,529930.26, ,CNY,SSE
600586,金晶科技,600586,金晶科技,2002-08-15,145889.24,142270.74, ,CNY,SSE
600587,新华医疗,600587,新华医疗,2002-09-27,40642.81,40346.67, ,CNY,SSE
600588,用友网络,600588,用友网络,2001-05-18,146429.34,146036.6, ,CNY,SSE
600589,广东榕泰,600589,广东榕泰,2001-06-12,70530.58,60173, ,CNY,SSE
600590,泰豪科技,600590,泰豪科技,2002-07-03,66696.06,50200.57, ,CNY,SSE
600592,龙溪股份,600592,龙溪股份,2002-08-05,39955.36,39955.36, ,CNY,SSE
600593,大连圣亚,600593,大连圣亚,2002-07-11,9200,9200, ,CNY,SSE
600594,益佰制药,600594,益佰制药,2004-03-23,79192.74,78235.82, ,CNY,SSE
600595,中孚实业,600595,中孚实业,2002-06-26,174154.04,151487.38, ,CNY,SSE
600596,新安股份,600596,新安股份,2001-09-06,67918.46,67918.46, ,CNY,SSE
600597,光明乳业,600597,光明乳业,2002-08-28,123063.67,122430.2, ,CNY,SSE
600598,北大荒,600598,北大荒,2002-03-29,177767.99,177767.99, ,CNY,SSE
600599,熊猫金控,600599,熊猫金控,2001-08-28,16600,16600, ,CNY,SSE
600600,青岛啤酒,600600,青岛啤酒,1993-08-27,135098.28,135098.28, ,CNY,SSE
600601,方正科技,600601,方正科技,1990-12-19,219489.12,219489.12, ,CNY,SSE
600602,云赛智联,600602,云赛智联,1990-12-19,132683.51,117294.31, ,CNY,SSE
600603,*ST兴业,600603,*ST兴业,1992-01-13,19464.19,19464.19, ,CNY,SSE
600604,市北高新,600604,市北高新,1992-03-27,93665.24,61446.97, ,CNY,SSE
600605,汇通能源,600605,汇通能源,1992-03-27,14734.46,14734.46, ,CNY,SSE
600606,绿地控股,600606,绿地控股,1992-03-27,1216815.44,322336.83, ,CNY,SSE
600608,上海科技,600608,上海科技,1992-03-27,32886.14,31837.14, ,CNY,SSE
600609,金杯汽车,600609,金杯汽车,1992-07-24,109266.71,109266.71, ,CNY,SSE
600610,中毅达,600610,中毅达,1992-08-05,107127.46,65109.46, ,CNY,SSE
600611,大众交通,600611,大众交通,1992-08-07,236412.29,236412.29, ,CNY,SSE
600612,老凤祥,600612,老凤祥,1992-08-14,52311.78,52311.78, ,CNY,SSE
600613,神奇制药,600613,神奇制药,1992-08-20,53407.16,53407.16, ,CNY,SSE
600614,鼎立股份,600614,鼎立股份,1992-08-28,175277.38,142084.33, ,CNY,SSE
600615,丰华股份,600615,丰华股份,1992-09-10,18802.05,18762.45, ,CNY,SSE
600616,金枫酒业,600616,金枫酒业,1992-09-29,51461.92,48803.76, ,CNY,SSE
600617,国新能源,600617,国新能源,1992-10-13,108466.37,33523.12, ,CNY,SSE
600618,氯碱化工,600618,氯碱化工,1992-11-13,115640,115640, ,CNY,SSE
600619,海立股份,600619,海立股份,1992-11-13,86631.07,69752.5, ,CNY,SSE
600620,天宸股份,600620,天宸股份,1992-11-17,68667.71,68667.71, ,CNY,SSE
600621,华鑫股份,600621,华鑫股份,1992-12-02,52408.24,52408.24, ,CNY,SSE
600622,嘉宝集团,600622,嘉宝集团,1992-12-03,68260.6,51430.38, ,CNY,SSE
600623,华谊集团,600623,华谊集团,1992-12-04,211743.09,88946.77, ,CNY,SSE
600624,复旦复华,600624,复旦复华,1993-01-05,68471.2,58331.2, ,CNY,SSE
600626,申达股份,600626,申达股份,1993-01-07,71024.28,71024.28, ,CNY,SSE
600628,新世界,600628,新世界,1993-01-09,64687.54,53179.93, ,CNY,SSE
600629,华建集团,600629,华建集团,1993-02-09,35906.02,34799.98, ,CNY,SSE
600630,龙头股份,600630,龙头股份,1993-02-09,42486.16,42486.16, ,CNY,SSE
600633,浙报传媒,600633,浙报传媒,1993-03-04,118828.76,118828.76, ,CNY,SSE
600634,中技控股,600634,中技控股,1993-03-04,57573.21,39797.87, ,CNY,SSE
600635,大众公用,600635,大众公用,1993-03-04,246730.47,246730.47, ,CNY,SSE
600636,三爱富,600636,三爱富,1993-03-16,44694.19,42613.17, ,CNY,SSE
600637,东方明珠,600637,东方明珠,1993-03-16,262653.76,217989.83, ,CNY,SSE
600638,新黄浦,600638,新黄浦,1993-03-26,56116.4,56116.4, ,CNY,SSE
600639,浦东金桥,600639,浦东金桥,1993-03-26,112241.29,97534.25, ,CNY,SSE
600640,号百控股,600640,号百控股,1993-04-07,53536.45,53536.45, ,CNY,SSE
600641,万业企业,600641,万业企业,1993-04-07,80615.87,80615.87, ,CNY,SSE
600642,申能股份,600642,申能股份,1993-04-16,455203.83,455203.83, ,CNY,SSE
600643,爱建集团,600643,爱建集团,1993-04-26,143713.98,143402.79, ,CNY,SSE
600644,乐山电力,600644,乐山电力,1993-04-26,53840.07,32648.01, ,CNY,SSE
600645,中源协和,600645,中源协和,1993-05-04,38609.13,32878.21, ,CNY,SSE
600647,同达创业,600647,同达创业,1993-05-04,13914.36,13914.36, ,CNY,SSE
600648,外高桥,600648,外高桥,1993-05-04,113534.91,113534.91, ,CNY,SSE
600649,城投控股,600649,城投控股,1993-05-18,298752.35,298752.35, ,CNY,SSE
600650,锦江投资,600650,锦江投资,1993-06-07,55161.01,55161.01, ,CNY,SSE
600651,飞乐音响,600651,飞乐音响,1986-09-26,99193.69,76862.19, ,CNY,SSE
600652,游久游戏,600652,游久游戏,1990-12-19,83270.35,64379.36, ,CNY,SSE
600653,申华控股,600653,申华控股,1990-12-19,194638.03,174638.03, ,CNY,SSE
600654,中安消,600654,中安消,1990-12-19,128302.1,75504.32, ,CNY,SSE
600655,豫园商城,600655,豫园商城,1992-09-02,143732.2,143732.2, ,CNY,SSE
600657,信达地产,600657,信达地产,1993-05-24,152426.04,152426.04, ,CNY,SSE
600658,电子城,600658,电子城,1993-05-24,79898.93,58009.74, ,CNY,SSE
600660,福耀玻璃,600660,福耀玻璃,1993-06-10,250861.75,250861.75, ,CNY,SSE
600661,新南洋,600661,新南洋,1993-06-14,25907.65,18140.01, ,CNY,SSE
600662,强生控股,600662,强生控股,1993-06-14,105336.22,105336.22, ,CNY,SSE
