買賣單位,symbol,name,currency,exchange,industry,買賣單位
"2,000",00499,青島控股,HKD,HKEX, ,"2,000"
"1,000",00500,先豐服務集團,HKD,HKEX, ,"1,000"
"1,000",00503,朗生醫藥,HKD,HKEX, ,"1,000"
"1,000",00505,歡悅互娛,HKD,HKEX, ,"1,000"
"2,000",00506,中國食品,HKD,HKEX, ,"2,000"
"5,000",00508,鼎億集團投資,HKD,HKEX, ,"5,000"
"5,000",00509,世紀陽光,HKD,HKEX, ,"5,000"
"6,000",00510,時富金融服務集團,HKD,HKEX, ,"6,000"
100,00511,電視廣播,HKD,HKEX, ,100
"4,000",00512,遠大醫藥,HKD,HKEX, ,"4,000"
"10,000",00513,恆和集團,HKD,HKEX, ,"10,000"
"2,000",00515,達進東方照明,HKD,HKEX, ,"2,000"
"2,000",00517,中遠海運國際,HKD,HKEX, ,"2,000"
"2,000",00518,同得仕（集團）,HKD,HKEX, ,"2,000"
"5,000",00519,實力建業,HKD,HKEX, ,"5,000"
500,00520,呷哺呷哺,HKD,HKEX, ,500
"10,000",00521,海航實業股份,HKD,HKEX, ,"10,000"
100,00522,ASM PACIFIC,HKD,HKEX, ,100
"10,000",00524,E-KONG GROUP,HKD,HKEX, ,"10,000"
"2,000",00525,廣深鐵路股份,HKD,HKEX, ,"2,000"
"2,000",00526,利時集團控股,HKD,HKEX, ,"2,000"
"4,000",00527,瑞風新能源,HKD,HKEX, ,"4,000"
"2,000",00528,金達控股,HKD,HKEX, ,"2,000"
"2,000",00529,SIS INT'L,HKD,HKEX, ,"2,000"
"2,000",00530,高銀金融,HKD,HKEX, ,"2,000"
"1,000",00531,順誠,HKD,HKEX, ,"1,000"
"2,000",00532,WKK INTL (HOLD),HKD,HKEX, ,"2,000"
"1,000",00533,金利來集團,HKD,HKEX, ,"1,000"
"2,000",00535,金地商置,HKD,HKEX, ,"2,000"
"2,000",00536,貿易通,HKD,HKEX, ,"2,000"
"1,000",00538,味千（中國）,HKD,HKEX, ,"1,000"
"2,000",00539,冠華國際控股,HKD,HKEX, ,"2,000"
"4,000",00540,迅捷環球控股,HKD,HKEX, ,"4,000"
"8,000",00542,新嶺域集團,HKD,HKEX, ,"8,000"
"1,000",00543,太平洋網絡,HKD,HKEX, ,"1,000"
"20,000",00544,大同集團,HKD,HKEX, ,"20,000"
"1,000",00546,阜豐集團,HKD,HKEX, ,"1,000"
"10,000",00547,數字王國,HKD,HKEX, ,"10,000"
"2,000",00548,深圳高速公路股份,HKD,HKEX, ,"2,000"
"2,000",00549,奇峰化纖,HKD,HKEX, ,"2,000"
"2,000",00550,先傳媒,HKD,HKEX, ,"2,000"
500,00551,裕元集團,HKD,HKEX, ,500
"2,000",00552,中國通信服務,HKD,HKEX, ,"2,000"
"2,000",00553,南京熊貓電子股份,HKD,HKEX, ,"2,000"
"2,000",00554,漢思能源,HKD,HKEX, ,"2,000"
"25,000",00555,御泰中彩控股,HKD,HKEX, ,"25,000"
"2,000",00556,泛亞環保,HKD,HKEX, ,"2,000"
"2,000",00557,CITY E-SOLUTION,HKD,HKEX, ,"2,000"
"2,500",00558,力勁科技,HKD,HKEX, ,"2,500"
"10,000",00559,德泰新能源集團,HKD,HKEX, ,"10,000"
"2,000",00560,珠江船務,HKD,HKEX, ,"2,000"
"2,000",00563,上實城市開發,HKD,HKEX, ,"2,000"
200,00564,鄭煤機,HKD,HKEX, ,200
"5,000",00565,錦藝集團控股,HKD,HKEX, ,"5,000"
"2,000",00566,漢能薄膜發電,HKD,HKEX, ,"2,000"
"2,000",00567,大昌微綫集團,HKD,HKEX, ,"2,000"
400,00568,山東墨龍,HKD,HKEX, ,400
"1,000",00569,中國自動化,HKD,HKEX, ,"1,000"
"2,000",00570,中國中藥,HKD,HKEX, ,"2,000"
"2,000",00571,豐德麗控股,HKD,HKEX, ,"2,000"
"4,000",00572,未來世界金融,HKD,HKEX, ,"4,000"
"1,000",00573,稻香控股,HKD,HKEX, ,"1,000"
"2,000",00574,百信藥業,HKD,HKEX, ,"2,000"
"10,000",00575,勵晶太平洋,HKD,HKEX, ,"10,000"
"2,000",00576,浙江滬杭甬,HKD,HKEX, ,"2,000"
500,00577,十三集團,HKD,HKEX, ,500
"10,000",00578,融信資源,HKD,HKEX, ,"10,000"
"2,000",00579,京能清潔能源,HKD,HKEX, ,"2,000"
"2,000",00580,賽晶電力電子,HKD,HKEX, ,"2,000"
"2,000",00581,中國東方集團,HKD,HKEX, ,"2,000"
"5,000",00582,藍鼎國際,HKD,HKEX, ,"5,000"
"2,000",00583,長城環亞控股,HKD,HKEX, ,"2,000"
"8,000",00585,意馬國際,HKD,HKEX, ,"8,000"
500,00586,海螺創業,HKD,HKEX, ,500
"4,000",00587,華瀚健康,HKD,HKEX, ,"4,000"
"2,000",00588,北京北辰實業股份,HKD,HKEX, ,"2,000"
500,00589,寶國國際,HKD,HKEX, ,500
"1,000",00590,六福集團,HKD,HKEX, ,"1,000"
"1,000",00591,中國高精密,HKD,HKEX, ,"1,000"
"2,000",00592,BOSSINI INT'L,HKD,HKEX, ,"2,000"
500,00593,天洋國際控股,HKD,HKEX, ,500
"2,000",00595,AV CONCEPT HOLD,HKD,HKEX, ,"2,000"
"2,000",00596,浪潮國際,HKD,HKEX, ,"2,000"
"1,000",00598,中國外運,HKD,HKEX, ,"1,000"
"4,000",00599,怡邦行控股,HKD,HKEX, ,"4,000"
"2,000",00600,中國基建投資,HKD,HKEX, ,"2,000"
"10,000",00601,權智（國際）,HKD,HKEX, ,"10,000"
"2,500",00602,佳華百貨控股,HKD,HKEX, ,"2,500"
"20,000",00603,中油燃氣,HKD,HKEX, ,"20,000"
"2,000",00604,深圳控股,HKD,HKEX, ,"2,000"
"2,000",00605,中國金融投資管理,HKD,HKEX, ,"2,000"
"1,000",00606,中國糧油控股,HKD,HKEX, ,"1,000"
"2,500",00607,豐盛控股,HKD,HKEX, ,"2,500"
"2,000",00608,達利國際,HKD,HKEX, ,"2,000"
"4,000",00609,天德化工,HKD,HKEX, ,"4,000"
"2,000",00610,WAI KEE HOLD,HKD,HKEX, ,"2,000"
"2,000",00611,中國核能科技,HKD,HKEX, ,"2,000"
"2,000",00613,YUGANG INT'L,HKD,HKEX, ,"2,000"
"5,000",00616,高山企業,HKD,HKEX, ,"5,000"
"2,000",00617,百利保控股,HKD,HKEX, ,"2,000"
"2,000",00618,北大資源,HKD,HKEX, ,"2,000"
"50,000",00619,南華金融,HKD,HKEX, ,"50,000"
"2,000",00620,大唐西市,HKD,HKEX, ,"2,000"
"10,000",00621,壇金礦業,HKD,HKEX, ,"10,000"
"3,000",00622,威華達控股,HKD,HKEX, ,"3,000"
"1,000",00623,中視金橋,HKD,HKEX, ,"1,000"
"2,000",00626,大眾金融控股,HKD,HKEX, ,"2,000"
"20,000",00627,佑威國際,HKD,HKEX, ,"20,000"
"2,000",00628,華銀控股,HKD,HKEX, ,"2,000"
"1,000",00629,悅達礦業,HKD,HKEX, ,"1,000"
"10,000",00630,雋泰控股,HKD,HKEX, ,"10,000"
"1,000",00631,三一國際,HKD,HKEX, ,"1,000"
"1,000",00632,東方明珠石油,HKD,HKEX, ,"1,000"
"2,000",00633,中國全通,HKD,HKEX, ,"2,000"
"2,000",00635,彩星集團,HKD,HKEX, ,"2,000"
500,00636,嘉里物流,HKD,HKEX, ,500
"2,000",00637,利記,HKD,HKEX, ,"2,000"
"2,000",00638,建溢集團,HKD,HKEX, ,"2,000"
"2,000",00639,首鋼資源,HKD,HKEX, ,"2,000"
"4,000",00640,星謙發展,HKD,HKEX, ,"4,000"
"2,000",00641,恒天立信,HKD,HKEX, ,"2,000"
"10,000",00643,恆富控股,HKD,HKEX, ,"10,000"
"2,000",00645,安域亞洲,HKD,HKEX, ,"2,000"
"8,000",00646,中國環保科技,HKD,HKEX, ,"8,000"
"2,000",00647,JOYCE BOUTIQUE,HKD,HKEX, ,"2,000"
"2,500",00648,中國華仁醫療,HKD,HKEX, ,"2,500"
"2,000",00650,ＩＤＧ能源,HKD,HKEX, ,"2,000"
"5,000",00651,中海重工,HKD,HKEX, ,"5,000"
"2,000",00653,卓悅控股,HKD,HKEX, ,"2,000"
"2,000",00655,香港華人有限公司,HKD,HKEX, ,"2,000"
500,00656,復星國際,HKD,HKEX, ,500
"2,000",00657,環科國際,HKD,HKEX, ,"2,000"
"1,000",00658,中國高速傳動,HKD,HKEX, ,"1,000"
"1,000",00659,新創建集團,HKD,HKEX, ,"1,000"
"10,000",00660,偉俊礦業集團,HKD,HKEX, ,"10,000"
"2,000",00661,中國大冶有色金屬,HKD,HKEX, ,"2,000"
"2,000",00662,亞洲金融,HKD,HKEX, ,"2,000"
"1,000",00663,金山能源,HKD,HKEX, ,"1,000"
"1,000",00665,海通國際,HKD,HKEX, ,"1,000"
"2,000",00668,東銀國際控股,HKD,HKEX, ,"2,000"
500,00669,創科實業,HKD,HKEX, ,500
"2,000",00670,中國東方航空股份,HKD,HKEX, ,"2,000"
"1,000",00672,眾安房產,HKD,HKEX, ,"1,000"
"3,000",00673,中國衛生控股,HKD,HKEX, ,"3,000"
"4,000",00674,文化地標投資,HKD,HKEX, ,"4,000"
"2,000",00675,堅寶國際,HKD,HKEX, ,"2,000"
"2,000",00676,創信國際,HKD,HKEX, ,"2,000"
"2,000",00677,金源米業,HKD,HKEX, ,"2,000"
"1,000",00678,雲頂香港,HKD,HKEX, ,"1,000"
"10,000",00679,亞洲聯網科技,HKD,HKEX, ,"10,000"
"50,000",00680,南海控股,HKD,HKEX, ,"50,000"
"2,000",00681,中民控股,HKD,HKEX, ,"2,000"
"2,000",00682,超大現代,HKD,HKEX, ,"2,000"
500,00683,嘉里建設,HKD,HKEX, ,500
"2,000",00684,亞倫國際,HKD,HKEX, ,"2,000"
"1,000",00685,世界華文媒體,HKD,HKEX, ,"1,000"
"2,000",00686,聯合光伏,HKD,HKEX, ,"2,000"
"2,000",00687,香港國際建投,HKD,HKEX, ,"2,000"
"2,000",00688,中國海外發展,HKD,HKEX, ,"2,000"
"15,000",00689,長盈集團（控股）,HKD,HKEX, ,"15,000"
"20,000",00690,聯康生物科技集團,HKD,HKEX, ,"20,000"
"1,000",00691,山水水泥,HKD,HKEX, ,"1,000"
"5,000",00692,中國家居,HKD,HKEX, ,"5,000"
"3,000",00693,陳唱國際,HKD,HKEX, ,"3,000"
"2,000",00694,北京首都機場股份,HKD,HKEX, ,"2,000"
"2,000",00695,東吳水泥,HKD,HKEX, ,"2,000"
"1,000",00696,中國民航信息網絡,HKD,HKEX, ,"1,000"
"2,000",00697,SHOUGANG INT'L,HKD,HKEX, ,"2,000"
"10,000",00698,通達集團,HKD,HKEX, ,"10,000"
"1,000",00699,神州租車,HKD,HKEX, ,"1,000"
100,00700,騰訊控股,HKD,HKEX, ,100
"2,000",00701,CNT GROUP,HKD,HKEX, ,"2,000"
"5,000",00702,中國油氣控股,HKD,HKEX, ,"5,000"
"6,000",00703,FUTURE BRIGHT,HKD,HKEX, ,"6,000"
"10,000",00704,和嘉資源,HKD,HKEX, ,"10,000"
"12,000",00705,鼎和礦業,HKD,HKEX, ,"12,000"
"10,000",00706,美麗中國控股,HKD,HKEX, ,"10,000"
"2,000",00707,協盛協豐,HKD,HKEX, ,"2,000"
"5,000",00708,恒大健康,HKD,HKEX, ,"5,000"
"2,000",00709,佐丹奴國際,HKD,HKEX, ,"2,000"
"1,000",00710,精電,HKD,HKEX, ,"1,000"
"2,000",00711,亞洲聯合基建控股,HKD,HKEX, ,"2,000"
"2,000",00712,卡姆丹克太陽能,HKD,HKEX, ,"2,000"
"2,000",00713,世界（集團）,HKD,HKEX, ,"2,000"
"2,000",00715,中泛控股,HKD,HKEX, ,"2,000"
"2,000",00716,勝獅貨櫃,HKD,HKEX, ,"2,000"
"6,000",00717,英皇證券,HKD,HKEX, ,"6,000"
"5,000",00718,太和控股,HKD,HKEX, ,"5,000"
"2,000",00719,山東新華製藥股份,HKD,HKEX, ,"2,000"
"25,000",00720,意達利控股,HKD,HKEX, ,"25,000"
"2,000",00722,聯合醫務,HKD,HKEX, ,"2,000"
"60,000",00723,永保林業,HKD,HKEX, ,"60,000"
"10,000",00724,瑞鑫國際集團,HKD,HKEX, ,"10,000"
"2,000",00725,恆都集團,HKD,HKEX, ,"2,000"
"20,000",00726,中民築友科技,HKD,HKEX, ,"20,000"
"2,000",00727,皇冠環球集團,HKD,HKEX, ,"2,000"
"2,000",00728,中國電信,HKD,HKEX, ,"2,000"
"5,000",00729,五龍電動車,HKD,HKEX, ,"5,000"
"1,000",00730,SHOUGANG GRAND,HKD,HKEX, ,"1,000"
"2,000",00731,森信紙業集團,HKD,HKEX, ,"2,000"
"2,000",00732,信利國際,HKD,HKEX, ,"2,000"
"2,000",00733,合富輝煌,HKD,HKEX, ,"2,000"
500,00735,中國電力新能源,HKD,HKEX, ,500
"3,000",00736,中國置業投資,HKD,HKEX, ,"3,000"
500,00737,合和公路基建,HKD,HKEX, ,500
"2,000",00738,萊爾斯丹,HKD,HKEX, ,"2,000"
500,00743,亞洲水泥（中國）,HKD,HKEX, ,500
"10,000",00745,中國國家文化產業,HKD,HKEX, ,"10,000"
"2,000",00746,理文化工,HKD,HKEX, ,"2,000"
"2,000",00747,瀋陽公用發展股份,HKD,HKEX, ,"2,000"
"1,000",00750,興業太陽能,HKD,HKEX, ,"1,000"
"2,000",00751,創維數碼,HKD,HKEX, ,"2,000"
"2,000",00752,PICO FAR EAST,HKD,HKEX, ,"2,000"
"2,000",00753,中國國航,HKD,HKEX, ,"2,000"
"2,000",00754,合生創展集團,HKD,HKEX, ,"2,000"
"5,000",00755,上海証大,HKD,HKEX, ,"5,000"
"4,000",00756,天溢森美,HKD,HKEX, ,"4,000"
"1,000",00757,陽光能源,HKD,HKEX, ,"1,000"
"2,000",00758,JUNEFIELD GROUP,HKD,HKEX, ,"2,000"
"2,000",00759,CEC INT'L HOLD,HKD,HKEX, ,"2,000"
"15,000",00760,新天地產集團,HKD,HKEX, ,"15,000"
"2,000",00761,百營環球資源,HKD,HKEX, ,"2,000"
"2,000",00762,中國聯通,HKD,HKEX, ,"2,000"
200,00763,中興通訊,HKD,HKEX, ,200
"10,000",00764,永恒策略,HKD,HKEX, ,"10,000"
"2,000",00765,PERFECTECH INTL,HKD,HKEX, ,"2,000"
"5,000",00766,中盈集團控股,HKD,HKEX, ,"5,000"
"40,000",00767,PACIFIC PLYWOOD,HKD,HKEX, ,"40,000"
"2,000",00769,中國稀土,HKD,HKEX, ,"2,000"
"2,000",00771,自動系統,HKD,HKEX, ,"2,000"
"2,000",00775,長江生命科技,HKD,HKEX, ,"2,000"
"1,000",00776,帝國集團環球控股,HKD,HKEX, ,"1,000"
500,00777,網龍,HKD,HKEX, ,500
"2,000",00787,利標品牌,HKD,HKEX, ,"2,000"
"20,000",00789,雅天妮,HKD,HKEX, ,"20,000"
"2,000",00794,錦勝集團（控股）,HKD,HKEX, ,"2,000"
"4,000",00798,中電光谷,HKD,HKEX, ,"4,000"
"1,000",00799,IGG,HKD,HKEX, ,"1,000"
"2,000",00800,Ａ８新媒體,HKD,HKEX, ,"2,000"
"4,000",00801,金衛醫療,HKD,HKEX, ,"4,000"
"10,000",00802,中國錢包,HKD,HKEX, ,"10,000"
"20,000",00803,昌興國際,HKD,HKEX, ,"20,000"
100,00805,GLENCORE-S,HKD,HKEX, ,100
"1,000",00806,惠理集團,HKD,HKEX, ,"1,000"
"2,000",00809,大成生化科技,HKD,HKEX, ,"2,000"
"1,000",00811,新華文軒,HKD,HKEX, ,"1,000"
"2,000",00812,西證國際證券,HKD,HKEX, ,"2,000"
500,00813,世茂房地產,HKD,HKEX, ,500
"1,000",00814,北京京客隆,HKD,HKEX, ,"1,000"
"2,000",00815,中國白銀集團,HKD,HKEX, ,"2,000"
"2,000",00816,華電福新,HKD,HKEX, ,"2,000"
"2,000",00817,中國金茂,HKD,HKEX, ,"2,000"
"3,000",00818,高陽科技,HKD,HKEX, ,"3,000"
"2,000",00819,天能動力,HKD,HKEX, ,"2,000"
"4,000",00821,匯盈控股,HKD,HKEX, ,"4,000"
"2,000",00822,嘉瑞國際,HKD,HKEX, ,"2,000"
"1,000",00825,新世界百貨中國,HKD,HKEX, ,"1,000"
"2,000",00826,天工國際,HKD,HKEX, ,"2,000"
"4,000",00827,玖源集團,HKD,HKEX, ,"4,000"
"2,000",00828,王朝酒業,HKD,HKEX, ,"2,000"
"2,000",00829,神冠控股,HKD,HKEX, ,"2,000"
"2,000",00830,遠東環球,HKD,HKEX, ,"2,000"
"2,000",00831,利亞零售,HKD,HKEX, ,"2,000"
"1,000",00832,建業地產,HKD,HKEX, ,"1,000"
"1,000",00833,華訊,HKD,HKEX, ,"1,000"
"4,000",00834,康大食品,HKD,HKEX, ,"4,000"
"10,000",00835,亞洲煤業,HKD,HKEX, ,"10,000"
"2,000",00836,華潤電力,HKD,HKEX, ,"2,000"
"2,000",00837,譚木匠,HKD,HKEX, ,"2,000"
"2,000",00838,億和控股,HKD,HKEX, ,"2,000"
"2,000",00840,天業節水,HKD,HKEX, ,"2,000"
"2,000",00841,木薯資源,HKD,HKEX, ,"2,000"
"1,000",00842,理士國際,HKD,HKEX, ,"1,000"
"4,000",00844,廣豪國際,HKD,HKEX, ,"4,000"
"1,000",00845,恒盛地產,HKD,HKEX, ,"1,000"
"1,000",00846,明發集團,HKD,HKEX, ,"1,000"
30,00847,哈薩克礦業—Ｓ,HKD,HKEX, ,30
"1,000",00848,茂業國際,HKD,HKEX, ,"1,000"
"4,000",00850,投融長富,HKD,HKEX, ,"4,000"
"10,000",00851,盛源控股,HKD,HKEX, ,"10,000"
"2,000",00852,海峽石油化工,HKD,HKEX, ,"2,000"
"1,000",00853,微創醫療,HKD,HKEX, ,"1,000"
"1,000",00854,威雅利,HKD,HKEX, ,"1,000"
"2,000",00855,中國水務,HKD,HKEX, ,"2,000"
"2,000",00856,偉仕控股,HKD,HKEX, ,"2,000"
"2,000",00857,中國石油股份,HKD,HKEX, ,"2,000"
"10,000",00858,精優藥業,HKD,HKEX, ,"10,000"
"2,000",00859,鎮科集團,HKD,HKEX, ,"2,000"
"12,000",00860,奧立仕控股,HKD,HKEX, ,"12,000"
"1,000",00861,神州控股,HKD,HKEX, ,"1,000"
"20,000",00862,遠見控股,HKD,HKEX, ,"20,000"
"2,000",00863,品牌中國,HKD,HKEX, ,"2,000"
"4,000",00864,永利地產發展,HKD,HKEX, ,"4,000"
"4,000",00865,建德國際控股,HKD,HKEX, ,"4,000"
"2,000",00866,中國秦發,HKD,HKEX, ,"2,000"
"1,000",00867,康哲藥業,HKD,HKEX, ,"1,000"
"2,000",00868,信義玻璃,HKD,HKEX, ,"2,000"
"4,000",00869,彩星玩具,HKD,HKEX, ,"4,000"
"1,000",00871,中國疏浚環保,HKD,HKEX, ,"1,000"
"2,000",00872,啟迪國際,HKD,HKEX, ,"2,000"
"2,000",00873,中國泰豐床品,HKD,HKEX, ,"2,000"
"2,000",00874,白雲山,HKD,HKEX, ,"2,000"
"20,000",00875,中國金控,HKD,HKEX, ,"20,000"
"10,000",00876,美加醫學,HKD,HKEX, ,"10,000"
"1,000",00877,昂納科技集團,HKD,HKEX, ,"1,000"
500,00878,金朝陽集團,HKD,HKEX, ,500
"1,000",00880,澳博控股,HKD,HKEX, ,"1,000"
500,00881,中升控股,HKD,HKEX, ,500
"2,000",00882,天津發展,HKD,HKEX, ,"2,000"
"1,000",00883,中國海洋石油,HKD,HKEX, ,"1,000"
"2,000",00884,旭輝控股集團,HKD,HKEX, ,"2,000"
"10,000",00885,仁天科技控股,HKD,HKEX, ,"10,000"
"3,000",00886,銀基集團,HKD,HKEX, ,"3,000"
"10,000",00887,英皇鐘錶珠寶,HKD,HKEX, ,"10,000"
"2,000",00888,路訊通,HKD,HKEX, ,"2,000"
"2,000",00889,連達科技控股,HKD,HKEX, ,"2,000"
"2,000",00891,利邦,HKD,HKEX, ,"2,000"
"1,000",00893,中國鐵鈦,HKD,HKEX, ,"1,000"
"2,000",00894,萬裕科技,HKD,HKEX, ,"2,000"
200,00895,東江環保,HKD,HKEX, ,200
"2,000",00896,興勝創建,HKD,HKEX, ,"2,000"
"5,000",00897,位元堂,HKD,HKEX, ,"5,000"
"2,000",00898,萬事昌國際,HKD,HKEX, ,"2,000"
"10,000",00899,亞洲資源,HKD,HKEX, ,"10,000"
"2,000",00900,AEON CREDIT,HKD,HKEX, ,"2,000"
"2,000",00902,華能國際電力股份,HKD,HKEX, ,"2,000"
"2,000",00903,冠捷科技,HKD,HKEX, ,"2,000"
"4,000",00904,中綠,HKD,HKEX, ,"4,000"
"1,000",00906,中糧包裝,HKD,HKEX, ,"1,000"
"2,000",00907,高雅光學,HKD,HKEX, ,"2,000"
"2,000",00908,珠海控股投資,HKD,HKEX, ,"2,000"
"2,000",00909,中大國際,HKD,HKEX, ,"2,000"
"12,000",00910,中國三迪,HKD,HKEX, ,"12,000"
"10,000",00911,前海健康,HKD,HKEX, ,"10,000"
"2,000",00912,信佳國際,HKD,HKEX, ,"2,000"
500,00914,安徽海螺水泥股份,HKD,HKEX, ,500
"1,000",00915,道和環球,HKD,HKEX, ,"1,000"
"1,000",00916,龍源電力,HKD,HKEX, ,"1,000"
"2,000",00918,第一德勝控股,HKD,HKEX, ,"2,000"
"4,000",00919,現代美容,HKD,HKEX, ,"4,000"
"1,000",00921,海信科龍,HKD,HKEX, ,"1,000"
"20,000",00922,安賢園中國,HKD,HKEX, ,"20,000"
"2,000",00923,綜合環保集團,HKD,HKEX, ,"2,000"
"2,000",00925,北京建設,HKD,HKEX, ,"2,000"
"1,000",00926,碧生源,HKD,HKEX, ,"1,000"
"2,000",00927,富士高實業,HKD,HKEX, ,"2,000"
"4,000",00928,野馬國際,HKD,HKEX, ,"4,000"
"5,000",00929,國際精密,HKD,HKEX, ,"5,000"
"20,000",00931,中國天然氣,HKD,HKEX, ,"20,000"
"4,000",00932,御藥堂,HKD,HKEX, ,"4,000"
"1,000",00933,光匯石油,HKD,HKEX, ,"1,000"
"2,000",00934,中石化冠德,HKD,HKEX, ,"2,000"
"2,000",00935,龍翔集團,HKD,HKEX, ,"2,000"
"10,000",00936,鵬程亞洲,HKD,HKEX, ,"10,000"
"2,000",00938,民生國際,HKD,HKEX, ,"2,000"
"1,000",00939,建設銀行,HKD,HKEX, ,"1,000"
"1,000",00940,中國動物保健品,HKD,HKEX, ,"1,000"
500,00941,中國移動,HKD,HKEX, ,500
"8,000",00943,意科控股,HKD,HKEX, ,"8,000"
100,00945,宏利金融—Ｓ,HKD,HKEX, ,100
"1,000",00947,摩比發展,HKD,HKEX, ,"1,000"
"2,000",00948,融達控股,HKD,HKEX, ,"2,000"
500,00950,李氏大藥廠,HKD,HKEX, ,500
"1,000",00951,超威動力,HKD,HKEX, ,"1,000"
"10,000",00952,華富國際,HKD,HKEX, ,"10,000"
"2,000",00953,邵氏兄弟控股,HKD,HKEX, ,"2,000"
"4,000",00954,常茂生物,HKD,HKEX, ,"4,000"
"1,000",00956,新天綠色能源,HKD,HKEX, ,"1,000"
"2,000",00958,華能新能源,HKD,HKEX, ,"2,000"
"2,000",00959,奧瑪仕國際,HKD,HKEX, ,"2,000"
500,00960,龍湖地產,HKD,HKEX, ,500
"2,500",00963,華熙生物科技,HKD,HKEX, ,"2,500"
200,00966,中國太平,HKD,HKEX, ,200
"1,000",00967,桑德國際,HKD,HKEX, ,"1,000"
"2,000",00968,信義光能,HKD,HKEX, ,"2,000"
"2,000",00969,華聯國際,HKD,HKEX, ,"2,000"
"8,000",00970,耀萊集團,HKD,HKEX, ,"8,000"
250,00973,L'OCCITANE,HKD,HKEX, ,250
"1,000",00974,中國順客隆,HKD,HKEX, ,"1,000"
500,00975,MONGOL MINING,HKD,HKEX, ,500
"2,000",00976,齊合天地,HKD,HKEX, ,"2,000"
"2,000",00978,招商局置地,HKD,HKEX, ,"2,000"
"2,000",00979,綠色能源科技集團,HKD,HKEX, ,"2,000"
"1,000",00980,聯華超市,HKD,HKEX, ,"1,000"
500,00981,中芯國際,HKD,HKEX, ,500
"20,000",00982,卓智控股,HKD,HKEX, ,"20,000"
"2,000",00983,瑞安建業,HKD,HKEX, ,"2,000"
500,00984,永旺,HKD,HKEX, ,500
"8,000",00985,網智金控,HKD,HKEX, ,"8,000"
"2,000",00986,中國環保能源,HKD,HKEX, ,"2,000"
"2,000",00987,中國再生能源投資,HKD,HKEX, ,"2,000"
"3,000",00988,樓東俊安資源,HKD,HKEX, ,"3,000"
"5,000",00989,廣澤國際發展,HKD,HKEX, ,"5,000"
"10,000",00990,榮暉國際,HKD,HKEX, ,"10,000"
"2,000",00991,大唐發電,HKD,HKEX, ,"2,000"
"2,000",00992,聯想集團,HKD,HKEX, ,"2,000"
"1,000",00993,華融金控,HKD,HKEX, ,"1,000"
"2,000",00995,安徽皖通高速公路,HKD,HKEX, ,"2,000"
"10,000",00996,嘉年華國際,HKD,HKEX, ,"10,000"
"10,000",00997,普匯中金國際,HKD,HKEX, ,"10,000"
"1,000",00998,中信銀行,HKD,HKEX, ,"1,000"
"2,000",00999,I.T,HKD,HKEX, ,"2,000"
500,01000,北青傳媒,HKD,HKEX, ,500
"2,000",01001,滬港聯合,HKD,HKEX, ,"2,000"
"4,000",01002,威鋮國際,HKD,HKEX, ,"4,000"
"10,000",01003,歡喜傳媒,HKD,HKEX, ,"10,000"
"2,000",01004,中國智慧能源,HKD,HKEX, ,"2,000"
"2,000",01005,MATRIX HOLDINGS,HKD,HKEX, ,"2,000"
"1,000",01006,長壽花食品,HKD,HKEX, ,"1,000"
"1,000",01007,大慶乳業,HKD,HKEX, ,"1,000"
"2,000",01008,貴聯控股,HKD,HKEX, ,"2,000"
"2,000",01009,國際娛樂,HKD,HKEX, ,"2,000"
"2,000",01010,太睿國際控股,HKD,HKEX, ,"2,000"
500,01011,泰凌醫藥,HKD,HKEX, ,500
"2,000",01013,偉俊集團控股,HKD,HKEX, ,"2,000"
"6,000",01019,康宏環球,HKD,HKEX, ,"6,000"
"4,000",01020,華耐控股,HKD,HKEX, ,"4,000"
"1,000",01021,麥達斯控股—Ｓ,HKD,HKEX, ,"1,000"
"1,500",01022,飛魚科技,HKD,HKEX, ,"1,500"
"1,000",01023,時代集團控股,HKD,HKEX, ,"1,000"
"10,000",01026,環球實業科技,HKD,HKEX, ,"10,000"
"10,000",01027,中國集成控股,HKD,HKEX, ,"10,000"
"1,000",01028,千百度,HKD,HKEX, ,"1,000"
"2,000",01029,鐵貨,HKD,HKEX, ,"2,000"
"2,000",01030,新城發展控股,HKD,HKEX, ,"2,000"
"2,000",01031,金利豐金融,HKD,HKEX, ,"2,000"
"2,000",01033,中石化油服,HKD,HKEX, ,"2,000"
"1,500",01035,ＢＢＩ生命科學,HKD,HKEX, ,"1,500"
"1,000",01036,萬科置業海外,HKD,HKEX, ,"1,000"
"2,000",01037,雲智匯科技,HKD,HKEX, ,"2,000"
"1,000",01038,長江基建集團,HKD,HKEX, ,"1,000"
"1,000",01039,鑫網易商,HKD,HKEX, ,"1,000"
"10,000",01041,林達控股,HKD,HKEX, ,"10,000"
"2,000",01043,光宇國際集團科技,HKD,HKEX, ,"2,000"
500,01044,恒安國際,HKD,HKEX, ,500
500,01045,亞太衛星,HKD,HKEX, ,500
"5,000",01046,寰宇國際金融,HKD,HKEX, ,"5,000"
"2,000",01047,毅興行,HKD,HKEX, ,"2,000"
"1,000",01048,煜新控股,HKD,HKEX, ,"1,000"
"6,000",01049,時富投資,HKD,HKEX, ,"6,000"
"2,000",01050,嘉利國際,HKD,HKEX, ,"2,000"
"3,000",01051,國際資源,HKD,HKEX, ,"3,000"
"2,000",01052,越秀交通基建,HKD,HKEX, ,"2,000"
