600016.SS,民生银行
000002.SZ,万科A
000651.SZ,格力电器
600660.SS,福耀玻璃
000550.SZ,江铃汽车
601166.SS,兴业银行
601668.SS,中国建筑
600066.SS,宇通客车
000568.SZ,泸州老窖
000157.SZ,中联重科
000338.SZ,潍柴动力
900905.SS,老凤祥B
2039.HK,中集集团
200869.SZ,张裕B
1988.HK,民生银行
000001.SS,上证指数
399001.SZ,深证成指
000300.SS,沪深300
000039.SZ,中集集团
002111.SZ,威海广泰
000528.SZ,柳工
000825.SZ,太钢不锈
600322.SS,天房发展
002051.SZ,中工国际
600519.SS,贵州茅台
000550.SZ,江铃汽车
600308.SS,华泰股份
600153.SS,建发股份
510330.SS,华夏300
1157.HK,中联重科
000786.SZ,北新建材
3968.HK,招商银行
